rb_id,player_name,team,season,week,rushing_yards,attempts,offense_pct,opponent,opponent_rush_defense_rank,rb_rush_yards_last5,rb_rush_attempts_last5,rb_injury_status,is_dome,rest_advantage,spread_line,total_line
00-0038542,Bijan Robinson,ATL,2023,1,56.0,10,0.63,CAR,16.0,,,0,1,0,3.5,40.5
00-0033897,Joe Mixon,CIN,2023,1,56.0,13,0.63,CLE,14.0,60.8,13.2,0,0,0,1.0,46.5
00-0035261,Tony Pollard,DAL,2023,1,70.0,14,0.64,NYG,15.0,99.0,17.0,0,0,0,3.5,44.5
00-0035685,David Montgomery,DET,2023,1,74.0,21,0.79,KC,4.0,64.4,14.6,0,0,0,-4.0,53.0
00-0036493,Deon Jackson,IND,2023,1,14.0,13,0.71,JAX,11.0,32.5,11.5,0,1,0,-4.0,45.5
00-0036973,Travis Etienne,JAX,2023,1,77.0,18,0.8,IND,7.0,76.2,18.2,0,1,0,4.0,45.5
00-0037840,Kyren Williams,LA,2023,1,52.0,15,0.65,SEA,19.0,35.0,11.0,0,0,0,-4.5,45.0
00-0035700,Josh Jacobs,LV,2023,1,48.0,19,0.8,DEN,17.0,70.0,19.6,0,0,0,-3.0,43.0
00-0031687,Raheem Mostert,MIA,2023,1,37.0,10,0.73,LAC,18.0,69.2,13.0,0,1,0,-3.0,50.5
00-0034972,Alexander Mattison,MIN,2023,1,34.0,11,0.73,TB,13.0,89.0,21.5,0,1,0,4.0,45.0
00-0036875,Rhamondre Stevenson,NE,2023,1,25.0,12,0.73,PHI,5.0,63.6,12.8,1,0,0,-3.5,44.5
00-0033948,Jamaal Williams,NO,2023,1,45.0,18,0.75,TEN,1.0,73.0,19.5,0,1,0,3.0,41.0
00-0034844,Saquon Barkley,NYG,2023,1,51.0,12,0.64,DAL,6.0,68.6,12.4,0,0,0,-3.5,44.5
00-0036919,Kenneth Gainwell,PHI,2023,1,54.0,14,0.62,NE,10.0,,,0,0,0,3.5,44.5
00-0038134,Kenneth Walker III,SEA,2023,1,64.0,12,0.63,LA,9.0,53.4,16.0,0,0,0,4.5,45.0
00-0033280,Christian McCaffrey,SF,2023,1,152.0,22,0.85,PIT,2.0,81.0,14.8,0,0,0,1.5,41.5
00-0037256,Rachaad White,TB,2023,1,39.0,17,0.79,MIN,8.0,84.5,18.0,0,1,0,-4.0,45.0
00-0037746,Brian Robinson,WAS,2023,1,59.0,19,0.61,ARI,12.0,,,0,0,0,7.0,38.0
00-0033553,James Conner,ARI,2023,2,106.0,23,0.72,NYG,13.0,81.8,17.0,0,1,0,-5.0,40.0
00-0038542,Bijan Robinson,ATL,2023,2,124.0,19,0.72,GB,16.0,56.0,10.0,0,0,0,3.0,40.5
00-0035243,Miles Sanders,CAR,2023,2,43.0,14,0.62,NO,12.0,82.6,16.0,0,0,0,-3.0,39.5
00-0036906,Khalil Herbert,CHI,2023,2,35.0,7,0.6,TB,14.0,100.6,19.8,0,0,0,-2.5,41.0
00-0033897,Joe Mixon,CIN,2023,2,59.0,13,0.78,BAL,10.0,63.0,14.2,0,0,0,3.5,45.5
00-0035261,Tony Pollard,DAL,2023,2,72.0,25,0.64,NYJ,8.0,89.33333333333333,16.0,0,0,1,8.5,38.5
00-0036265,AJ Dillon,GB,2023,2,55.0,15,0.68,ATL,17.0,60.0,13.333333333333334,0,0,0,-3.0,40.5
00-0036251,Zack Moss,IND,2023,2,88.0,18,0.98,HOU,20.0,50.5,13.75,0,0,0,1.0,40.0
00-0036973,Travis Etienne,JAX,2023,2,40.0,12,0.72,KC,9.0,80.8,19.2,0,0,-3,-3.5,50.5
00-0037840,Kyren Williams,LA,2023,2,52.0,14,0.95,SF,2.0,43.5,13.0,0,1,0,-7.5,45.0
00-0036370,Joshua Kelley,LAC,2023,2,39.0,13,0.79,TEN,3.0,,,0,0,0,2.5,45.5
00-0035700,Josh Jacobs,LV,2023,2,-2.0,9,0.73,BUF,21.0,59.8,18.0,0,0,1,-7.5,47.0
00-0031687,Raheem Mostert,MIA,2023,2,121.0,18,0.73,NE,7.0,60.8,11.8,0,0,0,2.0,46.5
00-0034972,Alexander Mattison,MIN,2023,2,28.0,8,0.76,PHI,4.0,78.0,19.4,0,0,0,-6.0,49.0
00-0036875,Rhamondre Stevenson,NE,2023,2,50.0,15,0.73,MIA,5.0,63.4,12.2,0,0,0,-2.0,46.5
00-0034844,Saquon Barkley,NYG,2023,2,63.0,17,0.97,ARI,11.0,61.4,11.2,0,1,0,5.0,40.0
00-0036275,D'Andre Swift,PHI,2023,2,175.0,28,0.75,MIN,6.0,97.0,17.4,0,0,0,6.0,49.0
00-0038134,Kenneth Walker III,SEA,2023,2,43.0,17,0.61,DET,1.0,62.8,16.4,0,1,-3,-4.5,47.5
00-0033280,Christian McCaffrey,SF,2023,2,116.0,20,1.0,LA,14.0,102.2,16.2,0,1,0,7.5,45.0
00-0037256,Rachaad White,TB,2023,2,73.0,17,0.72,CHI,19.0,69.33333333333333,17.666666666666668,0,0,0,2.5,41.0
00-0032764,Derrick Henry,TEN,2023,2,80.0,25,0.71,LAC,18.0,109.4,23.8,0,0,0,-2.5,45.5
00-0033553,James Conner,ARI,2023,3,98.0,14,0.64,DAL,6.0,79.0,16.6,0,0,0,-11.5,43.5
00-0038542,Bijan Robinson,ATL,2023,3,33.0,10,0.81,DET,1.0,90.0,14.5,0,1,0,-3.0,47.5
00-0037248,James Cook,BUF,2023,3,98.0,15,0.62,WAS,5.0,,,0,0,0,5.5,44.0
00-0035243,Miles Sanders,CAR,2023,3,24.0,9,0.65,SEA,16.0,79.6,15.8,0,0,-1,-5.0,42.5
00-0033897,Joe Mixon,CIN,2023,3,65.0,19,0.75,LA,15.0,63.2,13.4,0,0,0,3.0,45.5
00-0035261,Tony Pollard,DAL,2023,3,122.0,23,0.86,ARI,8.0,85.0,18.25,0,0,0,11.5,43.5
00-0039139,Jahmyr Gibbs,DET,2023,3,80.0,17,0.6,ATL,13.0,,,0,1,0,3.0,47.5
00-0036251,Zack Moss,IND,2023,3,122.0,30,0.76,BAL,8.0,58.0,14.6,0,0,0,-7.5,43.5
00-0036973,Travis Etienne,JAX,2023,3,88.0,19,0.71,HOU,18.0,82.4,18.2,0,0,0,7.5,43.5
00-0037840,Kyren Williams,LA,2023,3,38.0,10,1.0,CIN,4.0,46.333333333333336,13.333333333333334,0,0,0,-3.0,45.5
00-0036370,Joshua Kelley,LAC,2023,3,12.0,11,0.73,MIN,14.0,39.0,13.0,0,1,-3,-1.0,54.0
00-0035700,Josh Jacobs,LV,2023,3,62.0,17,0.82,PIT,11.0,40.8,15.4,0,1,1,3.0,43.5
00-0034972,Alexander Mattison,MIN,2023,3,93.0,20,0.8,LAC,17.0,61.2,15.8,0,1,3,1.0,54.0
00-0036875,Rhamondre Stevenson,NE,2023,3,59.0,19,0.65,NYJ,10.0,66.2,13.8,0,0,0,2.5,35.5
00-0033308,Matt Breida,NYG,2023,3,17.0,4,0.82,SF,3.0,28.0,4.0,0,0,0,-10.5,43.5
00-0033280,Christian McCaffrey,SF,2023,3,85.0,18,0.61,NYG,7.0,101.2,16.4,0,0,0,10.5,43.5
00-0037256,Rachaad White,TB,2023,3,38.0,14,0.91,PHI,2.0,70.25,17.5,0,0,-3,-6.0,44.0
00-0036328,Antonio Gibson,WAS,2023,3,17.0,2,0.61,BUF,11.0,42.6,12.4,0,0,0,-5.5,44.0
00-0033553,James Conner,ARI,2023,4,52.0,11,0.62,SF,1.0,81.6,16.4,0,0,-3,-15.0,44.0
00-0038542,Bijan Robinson,ATL,2023,4,105.0,14,0.76,JAX,6.0,71.0,13.0,0,0,0,-3.5,42.5
00-0034184,Gus Edwards,BAL,2023,4,48.0,15,0.69,CLE,10.0,,,0,0,0,2.0,38.5
00-0036906,Khalil Herbert,CHI,2023,4,103.0,18,0.78,DEN,23.0,88.2,17.4,0,0,0,-3.0,47.0
00-0033897,Joe Mixon,CIN,2023,4,67.0,14,0.79,TEN,2.0,70.8,15.6,0,0,-1,2.5,41.5
00-0037267,Jerome Ford,CLE,2023,4,26.0,9,0.62,BAL,19.0,,,0,0,0,-2.0,38.5
00-0035685,David Montgomery,DET,2023,4,121.0,32,0.71,GB,21.0,65.8,15.4,1,0,0,2.5,45.0
00-0036265,AJ Dillon,GB,2023,4,11.0,5,0.67,DET,3.0,58.75,13.75,0,0,0,-2.5,45.0
00-0036251,Zack Moss,IND,2023,4,70.0,18,0.83,LA,22.0,75.0,18.4,0,0,1,-1.0,44.5
00-0036973,Travis Etienne,JAX,2023,4,55.0,20,0.85,ATL,13.0,79.4,18.2,0,0,0,3.5,42.5
00-0037197,Isiah Pacheco,KC,2023,4,115.0,20,0.6,NYJ,13.0,,,0,0,0,9.5,41.5
00-0037840,Kyren Williams,LA,2023,4,103.0,25,0.72,IND,9.0,44.25,12.5,0,0,-1,1.0,44.5
00-0036370,Joshua Kelley,LAC,2023,4,65.0,17,0.6,LV,16.0,25.5,12.0,0,1,0,7.0,49.0
00-0035700,Josh Jacobs,LV,2023,4,58.0,17,0.7,LAC,18.0,44.4,15.8,0,1,0,-7.0,49.0
00-0039040,De'Von Achane,MIA,2023,4,101.0,8,0.6,BUF,4.0,,,0,0,0,-2.5,53.0
00-0034972,Alexander Mattison,MIN,2023,4,95.0,17,0.69,CAR,12.0,57.2,14.8,0,0,0,4.5,46.5
00-0036875,Rhamondre Stevenson,NE,2023,4,30.0,14,0.64,DAL,8.0,67.2,15.6,0,1,0,-6.5,43.0
00-0033906,Alvin Kamara,NO,2023,4,51.0,11,0.75,TB,6.0,65.8,16.6,0,1,1,4.0,41.0
00-0033308,Matt Breida,NYG,2023,4,30.0,14,0.73,SEA,16.0,22.5,4.0,0,0,3,-2.5,46.5
00-0036275,D'Andre Swift,PHI,2023,4,56.0,14,0.63,WAS,11.0,122.4,20.4,0,0,-1,9.5,43.0
00-0038134,Kenneth Walker III,SEA,2023,4,79.0,17,0.71,NYG,15.0,66.2,17.0,0,0,-3,2.5,46.5
00-0033280,Christian McCaffrey,SF,2023,4,106.0,20,0.85,ARI,20.0,94.4,17.0,0,0,3,15.0,44.0
00-0037256,Rachaad White,TB,2023,4,56.0,15,0.7,NO,5.0,63.8,16.8,0,1,-1,-4.0,41.0
00-0038705,Emari Demercado,ARI,2023,5,45.0,10,0.77,CIN,1.0,,,0,1,0,-3.0,45.5
00-0038542,Bijan Robinson,ATL,2023,5,46.0,14,0.61,HOU,14.0,79.5,13.25,0,0,0,2.5,42.0
00-0037248,James Cook,BUF,2023,5,-4.0,5,0.62,JAX,6.0,98.0,15.0,0,0,0,5.5,48.5
00-0036906,Khalil Herbert,CHI,2023,5,76.0,10,0.66,WAS,9.0,88.8,17.4,0,0,0,-6.0,45.5
00-0033897,Joe Mixon,CIN,2023,5,81.0,25,0.77,ARI,13.0,53.6,14.0,0,1,0,3.0,45.5
00-0035261,Tony Pollard,DAL,2023,5,29.0,8,0.69,SF,2.0,92.4,19.2,0,0,0,-3.5,45.0
00-0033526,Samaje Perine,DEN,2023,5,22.0,6,0.6,NYJ,12.0,55.0,13.0,0,0,0,2.5,42.5
00-0035685,David Montgomery,DET,2023,5,109.0,19,0.75,CAR,10.0,74.2,19.0,0,1,3,9.5,43.5
00-0036265,AJ Dillon,GB,2023,5,76.0,20,0.64,LV,16.0,49.2,12.0,0,1,3,-1.0,45.0
00-0036251,Zack Moss,IND,2023,5,165.0,23,0.8,TEN,4.0,85.2,20.4,0,0,0,-2.5,43.5
00-0036973,Travis Etienne,JAX,2023,5,136.0,26,0.83,BUF,7.0,73.8,17.8,0,0,0,-5.5,48.5
00-0037840,Kyren Williams,LA,2023,5,53.0,13,0.84,PHI,3.0,56.0,15.0,0,1,0,-3.5,50.5
00-0035700,Josh Jacobs,LV,2023,5,69.0,20,0.84,GB,17.0,42.2,15.8,0,1,-3,1.0,45.0
00-0033906,Alvin Kamara,NO,2023,5,80.0,22,0.63,NE,11.0,67.6,16.4,0,0,0,-2.5,38.5
00-0036275,D'Andre Swift,PHI,2023,5,70.0,17,0.62,LA,15.0,128.2,20.8,0,1,0,3.5,50.5
00-0033280,Christian McCaffrey,SF,2023,5,51.0,19,0.73,DAL,5.0,108.6,19.0,0,0,0,3.5,45.0
00-0032764,Derrick Henry,TEN,2023,5,43.0,13,0.62,IND,8.0,108.0,23.2,0,0,0,2.5,43.5
00-0038542,Bijan Robinson,ATL,2023,6,37.0,13,0.77,WAS,10.0,72.8,13.4,0,1,-3,1.5,42.0
00-0034184,Gus Edwards,BAL,2023,6,41.0,16,0.62,TEN,11.0,48.0,15.0,0,0,0,5.5,42.5
00-0036555,Chuba Hubbard,CAR,2023,6,88.0,19,0.77,MIA,4.0,60.25,16.25,0,0,0,-14.0,47.5
00-0033925,D'Onta Foreman,CHI,2023,6,65.0,15,0.61,MIN,12.0,126.66666666666667,27.666666666666668,0,0,3,-3.0,44.5
00-0033897,Joe Mixon,CIN,2023,6,38.0,12,0.7,SEA,8.0,65.6,16.8,0,0,-6,3.0,45.5
00-0035261,Tony Pollard,DAL,2023,6,30.0,15,0.8,LAC,13.0,81.6,18.4,0,1,-7,1.5,49.5
00-0035567,Craig Reynolds,DET,2023,6,15.0,10,0.61,TB,9.0,112.0,26.0,0,0,-7,3.0,43.5
00-0036973,Travis Etienne,JAX,2023,6,55.0,18,0.8,IND,6.0,79.2,19.0,0,0,0,4.0,44.0
00-0037197,Isiah Pacheco,KC,2023,6,62.0,16,0.63,DEN,18.0,115.0,20.0,0,0,0,10.5,47.5
00-0037840,Kyren Williams,LA,2023,6,158.0,20,0.82,ARI,15.0,59.6,15.4,0,1,0,7.0,48.0
00-0033699,Austin Ekeler,LAC,2023,6,27.0,14,0.68,DAL,5.0,43.0,11.6,0,1,7,-1.5,49.5
00-0035700,Josh Jacobs,LV,2023,6,77.0,25,0.81,NE,16.0,47.0,16.4,0,1,-1,3.0,41.5
00-0031687,Raheem Mostert,MIA,2023,6,115.0,17,0.61,CAR,19.0,72.2,12.6,0,0,0,14.0,47.5
00-0034972,Alexander Mattison,MIN,2023,6,44.0,18,0.79,CHI,17.0,58.2,13.8,0,0,-3,3.0,44.5
00-0036875,Rhamondre Stevenson,NE,2023,6,46.0,10,0.65,LV,20.0,38.8,14.6,0,1,1,-3.0,41.5
00-0033906,Alvin Kamara,NO,2023,6,68.0,19,0.8,HOU,14.0,81.0,19.4,0,1,0,2.0,42.5
00-0034844,Saquon Barkley,NYG,2023,6,93.0,24,0.78,BUF,6.0,57.2,11.8,1,0,0,-15.5,43.5
00-0038120,Breece Hall,NYJ,2023,6,39.0,12,0.66,PHI,3.0,93.0,18.333333333333332,0,0,0,-6.5,43.0
00-0038134,Kenneth Walker III,SEA,2023,6,62.0,19,0.76,CIN,2.0,72.6,18.0,0,0,6,-3.0,45.5
00-0037256,Rachaad White,TB,2023,6,26.0,7,0.79,DET,1.0,54.0,15.4,0,0,7,-3.0,43.5
00-0038705,Emari Demercado,ARI,2023,7,58.0,13,0.8,SEA,4.0,45.0,10.0,0,0,0,-9.5,43.5
00-0039139,Jahmyr Gibbs,DET,2023,7,68.0,11,0.87,BAL,11.0,80.0,17.0,0,0,0,-3.0,43.5
00-0036973,Travis Etienne,JAX,2023,7,53.0,14,0.88,NO,3.0,74.8,19.0,0,1,0,-2.5,41.0
00-0033699,Austin Ekeler,LAC,2023,7,45.0,14,0.63,KC,2.0,44.4,13.4,0,0,-4,-5.5,48.5
00-0035700,Josh Jacobs,LV,2023,7,35.0,11,0.66,CHI,10.0,52.8,17.6,0,0,0,2.5,38.5
00-0036875,Rhamondre Stevenson,NE,2023,7,34.0,9,0.65,BUF,8.0,42.0,14.0,0,0,0,-7.5,41.0
00-0033906,Alvin Kamara,NO,2023,7,62.0,17,0.73,JAX,1.0,76.4,19.0,0,1,0,2.5,41.0
00-0034844,Saquon Barkley,NYG,2023,7,77.0,21,0.84,WAS,6.0,64.2,14.2,0,0,0,-3.0,37.0
00-0036275,D'Andre Swift,PHI,2023,7,62.0,15,0.68,MIA,5.0,116.2,17.6,0,0,0,3.0,52.0
00-0038134,Kenneth Walker III,SEA,2023,7,105.0,26,0.8,ARI,12.0,62.2,16.0,0,0,0,9.5,43.5
00-0033280,Christian McCaffrey,SF,2023,7,45.0,15,1.0,MIN,7.0,102.0,19.8,1,1,0,7.0,44.5
00-0037256,Rachaad White,TB,2023,7,34.0,13,0.75,ATL,9.0,46.4,14.0,0,0,0,3.0,37.5
00-0038542,Bijan Robinson,ATL,2023,8,62.0,11,0.74,TEN,12.0,69.0,14.0,0,0,-7,2.5,35.0
00-0037248,James Cook,BUF,2023,8,67.0,14,0.67,TB,5.0,47.0,10.0,0,0,0,10.0,43.0
00-0036555,Chuba Hubbard,CAR,2023,8,28.0,15,0.67,HOU,17.0,65.8,16.8,0,0,0,-3.0,43.0
00-0033897,Joe Mixon,CIN,2023,8,87.0,16,0.75,SF,2.0,62.0,16.6,0,0,8,-4.0,44.0
00-0035261,Tony Pollard,DAL,2023,8,53.0,12,0.65,LA,15.0,64.6,17.0,0,1,6,6.5,44.5
00-0036997,Javonte Williams,DEN,2023,8,85.0,27,0.63,KC,3.0,88.5,19.0,0,0,0,-7.0,45.5
00-0039139,Jahmyr Gibbs,DET,2023,8,152.0,26,0.7,LV,13.0,74.0,14.0,0,1,0,7.0,46.0
00-0036223,Jonathan Taylor,IND,2023,8,95.0,12,0.61,NO,5.0,95.0,20.2,0,1,-3,-2.0,43.5
00-0036973,Travis Etienne,JAX,2023,8,79.0,24,0.89,PIT,10.0,77.4,19.4,0,0,3,2.5,41.0
00-0033699,Austin Ekeler,LAC,2023,8,29.0,15,0.67,CHI,7.0,46.4,14.2,0,1,0,9.5,46.0
00-0035700,Josh Jacobs,LV,2023,8,61.0,15,0.76,DET,1.0,60.2,18.0,0,1,0,-7.0,46.0
00-0034972,Alexander Mattison,MIN,2023,8,31.0,16,0.61,GB,18.0,58.8,14.8,0,0,-1,1.0,41.5
00-0034844,Saquon Barkley,NYG,2023,8,128.0,36,0.89,NYJ,11.0,69.0,16.6,0,0,-7,-3.0,35.0
00-0038120,Breece Hall,NYJ,2023,8,17.0,12,0.64,NYG,16.0,79.5,16.75,0,0,7,3.0,35.0
00-0036275,D'Andre Swift,PHI,2023,8,57.0,16,0.7,WAS,9.0,101.4,17.8,0,0,0,7.0,42.5
00-0033280,Christian McCaffrey,SF,2023,8,54.0,12,0.97,CIN,4.0,80.6,18.4,0,0,-8,4.0,44.0
00-0037256,Rachaad White,TB,2023,8,39.0,9,0.82,BUF,14.0,45.4,13.2,0,0,0,-10.0,43.0
00-0032764,Derrick Henry,TEN,2023,8,101.0,22,0.65,ATL,8.0,92.4,22.4,0,0,7,-2.5,35.0
00-0038542,Bijan Robinson,ATL,2023,9,51.0,11,0.61,MIN,10.0,56.6,12.4,0,0,0,3.5,38.5
00-0034975,Justice Hill,BAL,2023,9,40.0,13,0.63,SEA,2.0,,,0,0,0,6.0,44.5
00-0036555,Chuba Hubbard,CAR,2023,9,58.0,16,0.65,IND,8.0,51.2,15.0,0,0,0,-1.5,45.0
00-0033897,Joe Mixon,CIN,2023,9,37.0,14,0.73,BUF,13.0,67.6,17.2,1,0,-3,1.5,51.0
00-0037267,Jerome Ford,CLE,2023,9,44.0,20,0.64,ARI,16.0,26.0,9.0,0,0,0,13.0,38.0
00-0035261,Tony Pollard,DAL,2023,9,51.0,12,0.77,PHI,1.0,61.2,16.6,0,0,0,-3.5,46.5
00-0035250,Devin Singletary,HOU,2023,9,26.0,13,0.75,TB,2.0,54.4,12.8,0,1,-3,2.5,39.5
00-0036223,Jonathan Taylor,IND,2023,9,47.0,18,0.74,CAR,15.0,98.8,19.4,0,0,0,1.5,45.0
00-0037197,Isiah Pacheco,KC,2023,9,66.0,16,0.68,MIA,7.0,88.5,18.0,0,0,0,1.0,51.0
00-0033699,Austin Ekeler,LAC,2023,9,47.0,14,0.67,NYJ,12.0,40.6,14.8,0,0,0,3.0,41.0
00-0035700,Josh Jacobs,LV,2023,9,98.0,26,0.78,NYG,11.0,60.0,17.6,0,1,-1,1.0,38.5
00-0036875,Rhamondre Stevenson,NE,2023,9,87.0,9,0.63,WAS,6.0,43.8,13.4,0,0,0,2.5,40.5
00-0034844,Saquon Barkley,NYG,2023,9,90.0,16,0.75,LV,14.0,82.4,22.0,0,1,1,-1.0,38.5
00-0038120,Breece Hall,NYJ,2023,9,50.0,16,0.6,LAC,5.0,67.0,15.8,0,0,0,-3.0,41.0
00-0036275,D'Andre Swift,PHI,2023,9,43.0,18,0.65,DAL,4.0,84.0,18.0,0,0,0,3.5,46.5
00-0037256,Rachaad White,TB,2023,9,73.0,20,0.8,HOU,9.0,38.6,11.6,0,1,3,-2.5,39.5
00-0033553,James Conner,ARI,2023,10,73.0,16,0.63,ATL,8.0,79.4,15.4,1,1,0,-2.0,43.5
00-0038542,Bijan Robinson,ATL,2023,10,95.0,22,0.75,ARI,17.0,60.2,12.6,0,1,0,2.0,43.5
00-0033897,Joe Mixon,CIN,2023,10,46.0,11,0.73,HOU,7.0,62.0,16.2,0,0,0,5.5,46.0
00-0037267,Jerome Ford,CLE,2023,10,107.0,17,0.64,BAL,14.0,35.0,14.5,0,0,0,-6.0,38.5
00-0035261,Tony Pollard,DAL,2023,10,55.0,15,0.69,NYG,13.0,57.0,14.0,0,1,0,17.5,38.5
00-0035250,Devin Singletary,HOU,2023,10,150.0,30,0.81,CIN,4.0,50.2,12.8,0,0,0,-5.5,46.0
00-0036223,Jonathan Taylor,IND,2023,10,69.0,23,0.88,NE,15.0,78.8,18.6,0,0,0,1.0,42.0
00-0036973,Travis Etienne,JAX,2023,10,35.0,9,0.61,SF,5.0,75.6,20.4,0,0,0,-3.0,44.5
00-0033699,Austin Ekeler,LAC,2023,10,67.0,19,0.69,DET,1.0,36.6,14.0,0,1,-7,-2.5,48.5
00-0035700,Josh Jacobs,LV,2023,10,116.0,27,0.83,NYJ,11.0,68.0,19.4,0,1,1,-1.0,35.5
00-0036875,Rhamondre Stevenson,NE,2023,10,88.0,20,0.67,IND,9.0,51.2,12.2,0,0,0,-1.0,42.0
00-0033906,Alvin Kamara,NO,2023,10,42.0,9,0.76,MIN,10.0,73.6,18.4,0,1,0,3.0,41.0
00-0034844,Saquon Barkley,NYG,2023,10,66.0,13,0.61,DAL,6.0,90.2,22.8,0,1,0,-17.5,38.5
00-0038120,Breece Hall,NYJ,2023,10,28.0,13,0.7,LV,16.0,63.8,15.6,0,1,-1,1.0,35.5
00-0033280,Christian McCaffrey,SF,2023,10,95.0,16,0.76,JAX,3.0,68.2,16.8,0,0,0,3.0,44.5
00-0037256,Rachaad White,TB,2023,10,51.0,20,0.71,TEN,12.0,45.6,12.8,0,0,-3,2.5,39.5
00-0039032,Tyjae Spears,TEN,2023,10,18.0,5,0.6,TB,2.0,,,0,0,3,-2.5,39.5
00-0033553,James Conner,ARI,2023,11,62.0,14,0.69,HOU,5.0,78.2,15.6,0,1,0,-5.5,48.0
00-0033897,Joe Mixon,CIN,2023,11,69.0,16,0.64,BAL,14.0,57.8,15.6,0,0,0,-4.0,46.5
00-0035261,Tony Pollard,DAL,2023,11,61.0,12,0.63,CAR,19.0,43.6,12.4,0,0,-3,11.0,43.0
00-0036265,AJ Dillon,GB,2023,11,29.0,14,0.72,LAC,9.0,53.8,13.8,0,0,0,-3.0,44.0
00-0035250,Devin Singletary,HOU,2023,11,112.0,22,0.85,ARI,20.0,63.0,15.2,0,1,0,5.5,48.0
00-0036973,Travis Etienne,JAX,2023,11,52.0,14,0.66,TEN,15.0,71.6,18.2,0,0,0,6.5,40.0
00-0037197,Isiah Pacheco,KC,2023,11,89.0,19,0.61,PHI,3.0,81.0,17.333333333333332,0,0,0,2.5,46.0
00-0034838,Royce Freeman,LA,2023,11,73.0,17,0.63,SEA,2.0,,,0,1,7,2.5,45.0
00-0033699,Austin Ekeler,LAC,2023,11,64.0,10,0.71,GB,18.0,43.0,15.2,0,0,0,3.0,44.0
00-0035700,Josh Jacobs,LV,2023,11,39.0,14,0.77,MIA,8.0,77.4,20.8,0,0,-7,-14.0,44.5
00-0031687,Raheem Mostert,MIA,2023,11,86.0,22,0.79,LV,16.0,89.2,14.6,0,0,7,14.0,44.5
00-0034972,Alexander Mattison,MIN,2023,11,81.0,18,0.65,DEN,17.0,58.2,15.8,1,0,1,-2.5,43.5
00-0034844,Saquon Barkley,NYG,2023,11,83.0,14,0.91,WAS,10.0,90.8,22.0,0,0,0,-7.5,39.0
00-0038120,Breece Hall,NYJ,2023,11,23.0,10,0.63,BUF,12.0,50.0,14.6,0,0,1,-8.0,39.5
00-0036275,D'Andre Swift,PHI,2023,11,76.0,12,0.64,KC,6.0,57.6,16.0,0,0,0,-2.5,46.0
00-0039165,Zach Charbonnet,SEA,2023,11,47.0,15,0.85,LA,13.0,,,0,1,-7,-2.5,45.0
00-0033280,Christian McCaffrey,SF,2023,11,78.0,21,0.87,TB,1.0,70.2,16.4,0,0,0,13.5,41.5
00-0037256,Rachaad White,TB,2023,11,30.0,9,0.8,SF,4.0,44.6,13.8,0,0,0,-13.5,41.5
00-0032764,Derrick Henry,TEN,2023,11,38.0,10,0.63,JAX,7.0,91.8,22.6,0,0,0,-6.5,40.0
00-0037746,Brian Robinson,WAS,2023,11,73.0,17,0.78,NYG,10.0,59.0,19.0,0,0,0,7.5,39.0
00-0038542,Bijan Robinson,ATL,2023,12,91.0,16,0.63,NO,8.0,58.2,14.2,0,1,0,-2.0,42.0
00-0036555,Chuba Hubbard,CAR,2023,12,45.0,14,0.64,TEN,15.0,50.6,15.0,0,0,0,-3.5,36.0
00-0039021,Roschon Johnson,CHI,2023,12,35.0,10,0.74,MIN,1.0,,,0,1,0,-3.0,43.5
00-0033897,Joe Mixon,CIN,2023,12,16.0,8,0.65,PIT,21.0,55.4,13.8,0,0,3,-2.0,36.0
00-0037267,Jerome Ford,CLE,2023,12,65.0,9,0.7,DEN,20.0,59.0,15.333333333333334,0,0,0,-1.5,37.5
00-0035261,Tony Pollard,DAL,2023,12,79.0,13,0.76,WAS,12.0,50.0,13.2,0,1,0,13.0,48.0
00-0036997,Javonte Williams,DEN,2023,12,65.0,18,0.7,CLE,11.0,87.33333333333333,21.666666666666668,0,0,0,1.5,37.5
00-0039139,Jahmyr Gibbs,DET,2023,12,54.0,11,0.71,GB,19.0,100.0,18.0,0,1,0,8.5,47.0
00-0035250,Devin Singletary,HOU,2023,12,18.0,6,0.82,JAX,6.0,71.0,16.8,0,1,0,-1.0,48.0
00-0036973,Travis Etienne,JAX,2023,12,56.0,20,0.62,HOU,5.0,54.8,15.8,0,1,0,1.0,48.0
00-0037197,Isiah Pacheco,KC,2023,12,55.0,15,0.78,LV,18.0,83.0,17.75,0,1,-1,9.0,42.5
00-0037840,Kyren Williams,LA,2023,12,143.0,16,0.61,ARI,24.0,80.8,16.4,0,1,0,3.0,45.0
00-0033699,Austin Ekeler,LAC,2023,12,32.0,10,0.8,BAL,16.0,50.4,14.4,0,1,-3,-3.0,49.0
00-0035700,Josh Jacobs,LV,2023,12,110.0,20,0.76,KC,9.0,69.8,18.6,0,1,1,-9.0,42.5
00-0031687,Raheem Mostert,MIA,2023,12,94.0,20,0.6,NYJ,23.0,99.0,16.8,0,0,0,9.5,40.0
00-0036875,Rhamondre Stevenson,NE,2023,12,98.0,21,0.78,NYG,10.0,57.0,12.4,0,0,7,4.5,36.5
00-0033906,Alvin Kamara,NO,2023,12,69.0,15,0.64,ATL,13.0,60.6,15.6,0,1,0,2.0,42.0
00-0034844,Saquon Barkley,NYG,2023,12,46.0,12,0.81,NE,17.0,88.8,20.0,0,0,-7,-4.5,36.5
