rb_id,player_name,team,season,week,rushing_yards,attempts,offense_pct,opponent,opponent_rush_defense_rank,rb_rush_yards_last5,rb_rush_attempts_last5,rb_injury_status,is_dome,rest_advantage,spread_line,total_line
00-0036567,Elijah Mitchell,SF,2021,12,133.0,27,0.7,MIN,4.0,73.0,14.0,1,0,0,3.5,49.0
00-0033856,Leonard Fournette,TB,2021,12,100.0,17,0.81,IND,10.0,62.6,14.6,0,1,-1,3.0,53.0
00-0036328,Antonio Gibson,WAS,2021,12,111.0,29,0.68,SEA,6.0,74.33333333333333,19.0,0,0,0,-1.0,47.0
00-0033553,James Conner,ARI,2021,13,75.0,20,0.91,CHI,9.0,65.66666666666667,17.333333333333332,0,0,4,7.5,43.5
00-0031285,Devonta Freeman,BAL,2021,13,52.0,14,0.69,PIT,18.0,,,0,0,0,4.0,44.0
00-0035685,David Montgomery,CHI,2021,13,90.0,21,0.7,ARI,5.0,61.4,15.4,0,0,-4,-7.5,43.5
00-0033897,Joe Mixon,CIN,2021,13,54.0,19,0.66,LAC,11.0,95.8,20.6,0,0,0,2.5,49.5
00-0033045,Ezekiel Elliott,DAL,2021,13,45.0,13,0.64,NO,2.0,57.2,14.4,0,1,0,6.0,46.0
00-0036997,Javonte Williams,DEN,2021,13,102.0,23,0.78,KC,4.0,,,0,0,-7,-8.5,46.5
00-0036223,Jonathan Taylor,IND,2021,13,143.0,32,0.76,HOU,13.0,125.2,20.8,0,1,0,10.0,45.5
00-0034845,Sony Michel,LA,2021,13,121.0,24,0.97,JAX,12.0,67.0,20.0,0,1,0,14.0,48.0
00-0033699,Austin Ekeler,LAC,2021,13,59.0,14,0.73,CIN,8.0,49.6,12.4,0,0,0,-2.5,49.5
00-0035700,Josh Jacobs,LV,2021,13,52.0,13,0.85,WAS,1.0,53.0,15.0,1,1,4,1.0,47.5
00-0035311,Myles Gaskin,MIA,2021,13,44.0,15,0.64,NYG,16.0,49.2,15.4,0,0,0,6.5,40.0
00-0034972,Alexander Mattison,MIN,2021,13,90.0,22,0.86,DET,15.0,112.5,25.5,0,1,-3,7.0,47.5
00-0036875,Rhamondre Stevenson,NE,2021,13,78.0,24,0.63,BUF,17.0,,,0,0,-3,-3.0,40.0
00-0034844,Saquon Barkley,NYG,2021,13,55.0,11,0.75,MIA,7.0,45.0,12.2,0,0,0,-6.5,40.0
00-0036893,Najee Harris,PIT,2021,13,71.0,21,0.97,BAL,3.0,75.6,22.0,0,0,0,-4.0,44.0
00-0036567,Elijah Mitchell,SF,2021,13,66.0,22,0.84,SEA,10.0,91.2,16.0,0,0,1,3.0,44.5
00-0033856,Leonard Fournette,TB,2021,13,44.0,13,0.87,ATL,6.0,64.2,14.0,0,1,0,11.0,51.0
00-0036328,Antonio Gibson,WAS,2021,13,88.0,23,0.82,LV,14.0,83.5,21.5,0,1,-4,-1.0,47.5
00-0033553,James Conner,ARI,2021,14,31.0,13,0.96,LA,7.0,68.0,18.0,0,0,0,3.0,51.0
00-0031285,Devonta Freeman,BAL,2021,14,64.0,13,0.66,CLE,14.0,52.0,14.0,0,0,-7,-3.0,44.0
00-0035250,Devin Singletary,BUF,2021,14,52.0,4,0.82,TB,8.0,53.5,11.25,0,0,-1,-3.5,52.5
00-0035685,David Montgomery,CHI,2021,14,42.0,10,0.84,GB,6.0,72.6,17.6,0,0,-7,-11.5,43.0
00-0033897,Joe Mixon,CIN,2021,14,58.0,18,0.6,SF,10.0,87.8,20.8,1,0,0,-2.5,49.0
00-0034791,Nick Chubb,CLE,2021,14,59.0,17,0.66,BAL,3.0,,,0,0,7,3.0,44.0
00-0033045,Ezekiel Elliott,DAL,2021,14,45.0,12,0.64,WAS,1.0,44.2,12.8,0,0,3,6.5,48.0
00-0035831,James Robinson,JAX,2021,14,4.0,6,0.64,TEN,11.0,75.2,15.2,0,0,-7,-8.5,44.5
00-0034845,Sony Michel,LA,2021,14,79.0,20,1.0,ARI,5.0,94.0,22.0,0,0,0,-3.0,51.0
00-0035700,Josh Jacobs,LV,2021,14,24.0,9,0.75,KC,8.0,55.4,15.0,0,0,0,-10.0,48.0
00-0033893,Dalvin Cook,MIN,2021,14,205.0,27,0.77,PIT,15.0,101.6,22.0,1,1,0,3.5,45.0
00-0033906,Alvin Kamara,NO,2021,14,120.0,27,0.74,NYJ,13.0,70.6,18.8,0,0,3,4.5,42.0
00-0035537,Ty Johnson,NYJ,2021,14,17.0,6,0.73,NO,2.0,,,0,0,-3,-4.5,42.0
00-0036893,Najee Harris,PIT,2021,14,94.0,20,0.96,MIN,11.0,73.6,21.4,0,1,0,-3.5,45.0
00-0033856,Leonard Fournette,TB,2021,14,113.0,19,0.8,BUF,16.0,59.6,14.2,0,0,1,3.5,52.5
00-0036328,Antonio Gibson,WAS,2021,14,36.0,10,0.68,DAL,4.0,84.4,21.8,0,0,-3,-6.5,48.0
00-0030578,Cordarrelle Patterson,ATL,2021,15,18.0,11,0.62,SF,3.0,47.5,11.5,0,0,0,-9.5,48.0
00-0035250,Devin Singletary,BUF,2021,15,86.0,22,0.93,CAR,9.0,53.2,9.8,0,0,0,14.0,43.0
00-0035685,David Montgomery,CHI,2021,15,60.0,18,0.7,MIN,11.0,59.8,15.0,0,0,-3,-7.0,48.0
00-0034791,Nick Chubb,CLE,2021,15,91.0,23,0.66,LV,17.0,59.0,17.0,0,0,0,-3.0,41.0
00-0033045,Ezekiel Elliott,DAL,2021,15,52.0,16,0.62,NYG,14.0,39.4,11.8,0,0,0,11.5,43.0
00-0035567,Craig Reynolds,DET,2021,15,112.0,26,0.65,ARI,8.0,,,0,1,1,-13.0,48.0
00-0033293,Aaron Jones,GB,2021,15,58.0,13,0.63,BAL,7.0,56.4,12.4,0,0,0,9.5,45.5
00-0030288,Rex Burkhead,HOU,2021,15,41.0,16,0.64,JAX,16.0,27.0,12.0,1,0,0,-6.0,40.0
00-0036223,Jonathan Taylor,IND,2021,15,170.0,29,0.98,NE,10.0,139.8,24.0,0,1,1,-1.0,46.0
00-0035831,James Robinson,JAX,2021,15,75.0,18,0.84,HOU,12.0,66.6,14.2,0,0,0,6.0,40.0
00-0036360,Clyde Edwards-Helaire,KC,2021,15,32.0,9,0.71,LAC,6.0,63.0,14.666666666666666,0,1,0,3.0,54.0
00-0034845,Sony Michel,LA,2021,15,92.0,18,0.73,SEA,5.0,89.0,21.333333333333332,0,1,-1,7.5,47.0
00-0035700,Josh Jacobs,LV,2021,15,52.0,15,0.65,CLE,15.0,50.6,13.8,0,0,0,3.0,41.0
00-0033893,Dalvin Cook,MIN,2021,15,89.0,28,0.89,CHI,13.0,114.6,21.6,0,0,3,7.0,48.0
00-0033906,Alvin Kamara,NO,2021,15,18.0,11,0.61,TB,2.0,70.6,19.0,0,0,0,-11.5,45.5
00-0036893,Najee Harris,PIT,2021,15,18.0,12,1.0,TEN,1.0,74.2,20.2,0,0,3,1.0,44.0
00-0036328,Antonio Gibson,WAS,2021,15,26.0,15,0.78,PHI,4.0,73.6,19.8,0,0,-7,-10.0,39.5
00-0034681,Chase Edmonds,ARI,2021,16,56.0,16,0.92,IND,11.0,57.6,10.4,0,1,0,3.0,48.0
00-0035250,Devin Singletary,BUF,2021,16,39.0,12,0.68,NE,14.0,56.0,12.0,0,0,0,-1.0,43.5
00-0035685,David Montgomery,CHI,2021,16,45.0,21,0.78,SEA,7.0,59.2,16.0,0,0,-1,-7.0,41.0
00-0033897,Joe Mixon,CIN,2021,16,65.0,18,0.82,BAL,3.0,92.8,21.6,0,0,0,7.5,43.0
00-0034791,Nick Chubb,CLE,2021,16,126.0,17,0.6,GB,6.0,75.0,20.0,0,0,0,-7.5,46.5
00-0030288,Rex Burkhead,HOU,2021,16,149.0,22,0.62,LAC,1.0,34.0,14.0,0,1,-3,-13.5,46.0
00-0036223,Jonathan Taylor,IND,2021,16,108.0,27,0.79,ARI,8.0,139.4,26.0,0,1,0,-3.0,48.0
00-0033854,Dare Ogunbowale,JAX,2021,16,57.0,17,0.82,NYJ,15.0,,,0,0,0,-2.5,42.5
00-0034845,Sony Michel,LA,2021,16,131.0,27,0.9,MIN,10.0,89.75,20.5,0,1,1,3.5,48.5
00-0034440,Justin Jackson,LAC,2021,16,64.0,11,0.73,HOU,9.0,,,0,1,3,13.5,46.0
00-0035700,Josh Jacobs,LV,2021,16,129.0,27,0.7,DEN,11.0,50.4,13.6,0,1,0,-1.0,42.0
00-0034972,Alexander Mattison,MIN,2021,16,41.0,13,0.75,LA,5.0,105.0,24.333333333333332,0,1,-1,-3.5,48.5
00-0033906,Alvin Kamara,NO,2021,16,52.0,13,0.6,MIA,4.0,60.0,18.0,0,1,0,-3.0,37.5
00-0036924,Michael Carter,NYJ,2021,16,118.0,16,0.74,JAX,13.0,57.0,13.0,0,0,0,2.5,42.5
00-0036893,Najee Harris,PIT,2021,16,93.0,19,0.78,KC,2.0,65.4,18.2,0,0,-3,-10.5,44.0
00-0034681,Chase Edmonds,ARI,2021,17,53.0,18,0.81,DAL,5.0,59.6,12.0,0,1,1,-6.5,53.0
00-0031285,Devonta Freeman,BAL,2021,17,76.0,14,0.68,LA,1.0,58.0,13.5,0,0,0,-7.0,47.0
00-0035250,Devin Singletary,BUF,2021,17,110.0,23,0.8,ATL,6.0,47.4,11.8,0,0,0,14.0,46.5
00-0035685,David Montgomery,CHI,2021,17,64.0,22,0.68,NYG,10.0,56.6,17.4,0,0,0,7.0,36.5
00-0033897,Joe Mixon,CIN,2021,17,46.0,12,0.71,KC,8.0,93.0,22.6,0,0,0,-3.5,51.0
00-0033045,Ezekiel Elliott,DAL,2021,17,16.0,9,0.7,ARI,16.0,39.8,11.8,0,1,-1,6.5,53.0
00-0030288,Rex Burkhead,HOU,2021,17,47.0,16,0.66,SF,2.0,72.33333333333333,16.666666666666668,0,0,-3,-14.0,44.0
00-0036223,Jonathan Taylor,IND,2021,17,108.0,20,0.71,LV,17.0,137.8,27.2,0,1,1,8.5,46.5
00-0033854,Dare Ogunbowale,JAX,2021,17,36.0,9,0.66,NE,15.0,57.0,17.0,0,0,0,-17.5,42.0
00-0034301,Darrel Williams,KC,2021,17,88.0,14,0.8,CIN,7.0,43.666666666666664,13.0,0,0,0,3.5,51.0
00-0034845,Sony Michel,LA,2021,17,74.0,19,0.98,BAL,9.0,98.0,21.8,0,0,0,7.0,47.0
00-0035700,Josh Jacobs,LV,2021,17,63.0,16,0.61,IND,11.0,68.8,17.2,0,1,-1,-8.5,46.5
00-0033906,Alvin Kamara,NO,2021,17,32.0,13,0.78,CAR,13.0,60.2,16.6,0,1,-1,7.0,37.0
00-0036893,Najee Harris,PIT,2021,17,188.0,28,0.96,CLE,14.0,63.0,16.8,0,0,-1,-1.0,43.5
00-0034750,Rashaad Penny,SEA,2021,17,170.0,25,0.64,DET,12.0,,,0,0,0,8.5,41.5
00-0033925,D'Onta Foreman,TEN,2021,17,132.0,26,0.65,MIA,4.0,,,0,0,4,3.0,41.0
00-0036755,Jaret Patterson,WAS,2021,17,57.0,12,0.62,PHI,3.0,,,0,0,0,-6.5,44.5
00-0033553,James Conner,ARI,2021,18,52.0,15,0.61,SEA,8.0,60.6,17.0,1,0,0,5.5,48.0
00-0035250,Devin Singletary,BUF,2021,18,88.0,19,0.76,NYJ,14.0,66.2,15.2,0,0,0,16.0,43.0
00-0035685,David Montgomery,CHI,2021,18,72.0,20,0.6,MIN,15.0,60.2,18.4,0,1,0,-3.5,45.5
00-0035628,D'Ernest Johnson,CLE,2021,18,123.0,25,0.71,CIN,5.0,122.5,20.5,0,0,-1,6.5,38.0
00-0033045,Ezekiel Elliott,DAL,2021,18,87.0,18,0.6,PHI,4.0,36.6,11.8,0,0,0,6.5,46.0
00-0030288,Rex Burkhead,HOU,2021,18,24.0,12,0.7,TEN,2.0,66.0,16.5,0,1,0,-10.5,43.0
00-0036223,Jonathan Taylor,IND,2021,18,77.0,15,0.91,JAX,12.0,122.4,24.8,0,0,0,14.0,43.0
00-0033854,Dare Ogunbowale,JAX,2021,18,30.0,11,0.68,IND,9.0,46.5,13.0,0,0,0,-14.0,43.0
00-0034845,Sony Michel,LA,2021,18,43.0,21,0.8,SF,1.0,99.4,21.6,0,1,0,3.0,46.5
00-0033699,Austin Ekeler,LAC,2021,18,64.0,16,0.84,LV,13.0,48.6,13.0,0,1,0,3.5,48.0
00-0035700,Josh Jacobs,LV,2021,18,132.0,26,0.71,LAC,7.0,64.0,16.0,1,1,0,-3.5,48.0
00-0032257,Duke Johnson,MIA,2021,18,117.0,25,0.63,NE,11.0,,,0,0,0,-6.0,41.0
00-0033906,Alvin Kamara,NO,2021,18,146.0,30,0.78,ATL,6.0,54.4,15.4,0,1,0,4.5,40.0
00-0034844,Saquon Barkley,NYG,2021,18,30.0,11,0.6,WAS,3.0,44.6,11.8,0,0,0,-6.0,36.0
00-0034750,Rashaad Penny,SEA,2021,18,190.0,23,0.74,ARI,10.0,170.0,25.0,0,0,0,-5.5,48.0
00-0035250,Devin Singletary,BUF,2021,19,81.0,16,0.86,NE,5.0,75.0,16.0,0,0,0,4.5,43.0
00-0033897,Joe Mixon,CIN,2021,19,48.0,17,0.77,LV,3.0,77.6,19.0,0,0,0,6.0,48.5
00-0033045,Ezekiel Elliott,DAL,2021,19,31.0,12,0.63,SF,1.0,49.0,13.6,0,1,1,3.0,51.0
00-0031376,Jerick McKinnon,KC,2021,19,61.0,12,0.78,PIT,6.0,,,0,0,1,13.0,46.0
00-0035700,Josh Jacobs,LV,2021,19,83.0,13,0.68,CIN,4.0,80.0,18.6,0,0,0,-6.0,48.5
00-0036567,Elijah Mitchell,SF,2021,19,96.0,27,0.71,DAL,2.0,95.8,18.6,0,1,-1,-3.0,51.0
00-0035250,Devin Singletary,BUF,2021,20,26.0,10,1.0,KC,5.0,80.8,18.4,0,0,1,-2.5,54.0
00-0033897,Joe Mixon,CIN,2021,20,54.0,14,0.72,TEN,1.0,54.2,16.8,0,0,-6,-4.0,48.5
00-0033293,Aaron Jones,GB,2021,20,41.0,12,0.75,SF,2.0,58.4,12.0,0,0,7,5.5,47.0
00-0031376,Jerick McKinnon,KC,2021,20,24.0,10,0.7,BUF,7.0,61.0,12.0,0,0,-1,2.5,54.0
00-0036414,Cam Akers,LA,2021,20,48.0,24,0.81,TB,4.0,,,0,0,-1,-2.5,48.0
00-0036567,Elijah Mitchell,SF,2021,20,53.0,17,0.72,GB,6.0,93.6,20.4,0,0,-7,-5.5,47.0
00-0033856,Leonard Fournette,TB,2021,20,51.0,13,0.86,LA,3.0,66.0,13.6,0,0,1,2.5,48.0
00-0033897,Joe Mixon,CIN,2021,21,88.0,21,0.75,KC,1.0,54.2,15.8,0,0,1,-7.0,54.5
00-0031376,Jerick McKinnon,KC,2021,21,65.0,12,0.78,CIN,2.0,42.5,11.0,0,0,-1,7.0,54.5
00-0033897,Joe Mixon,CIN,2021,22,72.0,15,0.72,LA,1.0,60.2,16.4,0,1,0,-4.5,48.5
00-0033553,James Conner,ARI,2022,1,26.0,10,0.72,KC,4.0,51.8,15.8,0,1,0,-6.0,54.0
00-0030578,Cordarrelle Patterson,ATL,2022,1,120.0,22,0.65,NO,3.0,37.666666666666664,11.333333333333334,0,1,0,-6.0,43.5
00-0033280,Christian McCaffrey,CAR,2022,1,33.0,10,0.81,CLE,19.0,76.33333333333333,18.333333333333332,0,0,0,2.5,42.5
00-0035685,David Montgomery,CHI,2022,1,26.0,17,0.66,SF,2.0,56.6,18.2,0,0,0,-6.5,38.0
00-0033897,Joe Mixon,CIN,2022,1,82.0,27,0.73,PIT,20.0,61.6,15.8,0,0,0,7.5,44.5
00-0036275,D'Andre Swift,DET,2022,1,144.0,15,0.67,PHI,6.0,73.0,17.0,0,1,0,-6.0,49.0
00-0033293,Aaron Jones,GB,2022,1,49.0,5,0.61,MIN,18.0,46.0,11.6,0,1,0,-2.5,47.0
00-0030288,Rex Burkhead,HOU,2022,1,40.0,14,0.71,IND,7.0,57.6,15.6,0,1,0,-7.0,46.0
00-0036223,Jonathan Taylor,IND,2022,1,161.0,31,0.76,HOU,10.0,121.2,24.6,0,1,0,7.0,46.0
00-0035664,Darrell Henderson,LA,2022,1,47.0,13,0.82,BUF,15.0,55.2,12.2,0,1,0,-1.0,51.5
00-0035700,Josh Jacobs,LV,2022,1,57.0,10,0.6,LAC,12.0,91.8,19.4,0,1,0,-3.5,52.5
00-0034681,Chase Edmonds,MIA,2022,1,25.0,12,0.63,NE,14.0,65.0,13.4,0,0,0,3.0,47.0
00-0033893,Dalvin Cook,MIN,2022,1,90.0,20,0.77,GB,11.0,116.8,23.6,0,1,0,2.5,47.0
00-0033906,Alvin Kamara,NO,2022,1,39.0,9,0.62,ATL,13.0,73.6,18.8,0,1,0,6.0,43.5
00-0034844,Saquon Barkley,NYG,2022,1,164.0,18,0.83,TEN,1.0,40.4,10.8,0,0,0,-5.5,43.5
00-0036924,Michael Carter,NYJ,2022,1,60.0,10,0.6,BAL,8.0,77.33333333333333,14.0,0,0,0,-6.5,44.0
00-0034750,Rashaad Penny,SEA,2022,1,60.0,12,0.69,DEN,17.0,180.0,24.0,0,0,0,-6.0,44.0
00-0033856,Leonard Fournette,TB,2022,1,127.0,21,0.76,DAL,9.0,71.0,14.6,0,1,0,2.5,49.5
00-0032764,Derrick Henry,TEN,2022,1,82.0,21,0.68,NYG,5.0,108.0,26.8,0,0,0,5.5,43.5
00-0036328,Antonio Gibson,WAS,2022,1,58.0,14,0.64,JAX,16.0,65.0,20.2,0,0,0,3.0,43.5
00-0033280,Christian McCaffrey,CAR,2022,2,102.0,15,0.91,NYG,5.0,65.5,16.25,0,0,0,1.0,44.0
00-0035685,David Montgomery,CHI,2022,2,122.0,15,0.8,GB,8.0,53.4,19.6,0,0,0,-10.5,42.0
00-0033897,Joe Mixon,CIN,2022,2,57.0,19,0.76,DAL,9.0,68.8,18.8,0,1,0,7.5,42.0
00-0033045,Ezekiel Elliott,DAL,2022,2,53.0,15,0.67,CIN,11.0,46.2,13.4,0,1,0,-7.5,42.0
00-0036997,Javonte Williams,DEN,2022,2,75.0,15,0.65,HOU,14.0,102.0,23.0,0,0,-1,10.5,46.0
00-0037258,Dameon Pierce,HOU,2022,2,69.0,15,0.62,DEN,12.0,,,0,0,1,-10.5,46.0
00-0036223,Jonathan Taylor,IND,2022,2,54.0,9,0.74,JAX,10.0,124.8,24.4,0,0,0,3.0,43.5
00-0035831,James Robinson,JAX,2022,2,64.0,23,0.63,IND,4.0,66.0,14.2,0,0,0,-3.0,43.5
00-0033699,Austin Ekeler,LAC,2022,2,39.0,14,0.63,KC,2.0,49.6,12.8,0,0,0,-4.0,52.5
00-0035700,Josh Jacobs,LV,2022,2,69.0,19,0.72,ARI,15.0,92.8,18.4,0,1,0,5.5,51.5
00-0033893,Dalvin Cook,MIN,2022,2,17.0,6,0.69,PHI,7.0,112.8,24.2,0,0,0,-2.5,49.5
00-0036875,Rhamondre Stevenson,NE,2022,2,47.0,9,0.62,PIT,16.0,78.0,24.0,0,0,0,3.0,40.0
00-0034844,Saquon Barkley,NYG,2022,2,72.0,21,0.84,CAR,3.0,62.8,11.8,0,0,0,-1.0,44.0
00-0036924,Michael Carter,NYJ,2022,2,23.0,7,0.61,CLE,13.0,73.0,13.0,0,0,0,-6.5,38.5
00-0036893,Najee Harris,PIT,2022,2,49.0,15,0.71,NE,6.0,92.8,20.0,0,0,0,-3.0,40.0
00-0033856,Leonard Fournette,TB,2022,2,65.0,24,0.87,NO,1.0,87.0,16.6,1,1,0,2.5,44.0
00-0033553,James Conner,ARI,2022,3,39.0,13,0.6,LA,4.0,49.2,15.8,1,1,0,-3.5,49.0
00-0030578,Cordarrelle Patterson,ATL,2022,3,141.0,17,0.61,SEA,11.0,58.25,14.0,0,0,0,-1.0,43.0
00-0035250,Devin Singletary,BUF,2022,3,13.0,9,0.73,MIA,8.0,68.8,16.0,0,0,-1,4.0,54.0
00-0033280,Christian McCaffrey,CAR,2022,3,108.0,25,0.8,NO,5.0,72.8,16.0,0,0,0,-2.0,41.0
00-0036906,Khalil Herbert,CHI,2022,3,157.0,20,0.6,HOU,19.0,89.66666666666667,20.0,0,0,0,3.0,40.0
00-0033897,Joe Mixon,CIN,2022,3,24.0,12,0.66,NYJ,13.0,70.6,19.2,0,0,0,6.5,46.0
00-0034791,Nick Chubb,CLE,2022,3,113.0,23,0.63,PIT,17.0,92.0,19.0,0,0,0,4.5,38.0
00-0033045,Ezekiel Elliott,DAL,2022,3,73.0,15,0.64,NYG,9.0,47.8,14.0,0,0,0,-1.0,38.5
00-0033293,Aaron Jones,GB,2022,3,36.0,12,0.63,TB,2.0,52.0,11.4,0,0,0,-1.0,41.5
00-0036223,Jonathan Taylor,IND,2022,3,71.0,21,0.76,KC,1.0,101.6,20.4,0,0,-3,-4.5,51.0
00-0035700,Josh Jacobs,LV,2022,3,66.0,13,0.64,TEN,3.0,80.8,16.8,1,0,1,1.5,45.5
00-0033893,Dalvin Cook,MIN,2022,3,96.0,17,0.61,DET,18.0,97.4,20.6,0,1,-1,6.5,52.0
00-0036875,Rhamondre Stevenson,NE,2022,3,73.0,12,0.62,BAL,7.0,62.5,16.5,0,0,0,-2.5,45.5
00-0033906,Alvin Kamara,NO,2022,3,61.0,15,0.7,CAR,6.0,57.4,15.2,1,0,0,2.0,41.0
00-0034844,Saquon Barkley,NYG,2022,3,81.0,14,0.92,DAL,12.0,72.2,14.8,0,0,0,1.0,38.5
00-0036893,Najee Harris,PIT,2022,3,56.0,15,0.8,CLE,10.0,88.4,18.8,0,0,0,-4.5,38.0
00-0034750,Rashaad Penny,SEA,2022,3,66.0,14,0.69,ATL,14.0,140.0,20.0,0,0,0,1.0,43.0
00-0033856,Leonard Fournette,TB,2022,3,35.0,12,0.91,GB,16.0,80.0,18.0,1,0,0,1.0,41.5
00-0032764,Derrick Henry,TEN,2022,3,85.0,20,0.74,LV,15.0,101.8,25.4,0,0,-1,-1.5,45.5
00-0033553,James Conner,ARI,2022,4,55.0,15,0.66,CAR,5.0,44.6,14.2,0,0,0,-1.0,44.0
00-0035250,Devin Singletary,BUF,2022,4,49.0,11,0.88,BAL,9.0,63.6,15.4,0,0,0,3.0,50.0
00-0033280,Christian McCaffrey,CAR,2022,4,27.0,8,0.87,ARI,17.0,74.8,16.8,1,0,0,1.0,44.0
00-0036906,Khalil Herbert,CHI,2022,4,77.0,19,0.77,NYG,12.0,106.5,20.0,0,0,1,-3.0,39.0
00-0033897,Joe Mixon,CIN,2022,4,61.0,24,0.83,MIA,4.0,64.6,18.8,0,0,0,4.0,48.5
00-0033045,Ezekiel Elliott,DAL,2022,4,49.0,19,0.64,WAS,1.0,52.0,13.8,0,1,-1,3.0,40.5
00-0033293,Aaron Jones,GB,2022,4,110.0,16,0.62,NE,6.0,47.4,10.8,0,0,0,10.0,40.5
00-0037258,Dameon Pierce,HOU,2022,4,131.0,14,0.68,LAC,14.0,69.0,15.0,0,1,0,-5.5,45.0
00-0036223,Jonathan Taylor,IND,2022,4,42.0,20,0.88,TEN,8.0,94.2,19.2,0,0,0,4.5,43.0
00-0035700,Josh Jacobs,LV,2022,4,144.0,28,0.89,DEN,16.0,81.4,16.2,0,1,0,2.5,45.5
00-0031687,Raheem Mostert,MIA,2022,4,69.0,15,0.72,CIN,13.0,,,0,0,0,-4.0,48.5
00-0033893,Dalvin Cook,MIN,2022,4,76.0,20,0.63,NO,11.0,99.4,19.6,0,0,0,4.0,42.0
00-0034844,Saquon Barkley,NYG,2022,4,146.0,31,0.94,CHI,15.0,80.4,15.0,0,0,-1,3.0,39.0
00-0038120,Breece Hall,NYJ,2022,4,66.0,17,0.66,PIT,19.0,,,0,0,-3,-3.0,41.0
00-0035243,Miles Sanders,PHI,2022,4,134.0,27,0.67,JAX,10.0,39.2,8.4,0,0,0,6.5,44.0
00-0036893,Najee Harris,PIT,2022,4,74.0,18,0.75,NYJ,7.0,80.8,17.8,0,0,3,3.0,41.0
00-0034750,Rashaad Penny,SEA,2022,4,151.0,17,0.68,DET,18.0,121.5,18.5,0,1,0,-3.0,48.5
00-0033856,Leonard Fournette,TB,2022,4,-3.0,3,0.61,KC,2.0,78.2,17.8,0,0,0,1.0,46.5
00-0032764,Derrick Henry,TEN,2022,4,114.0,22,0.69,IND,3.0,92.8,23.6,0,0,0,-4.5,43.0
00-0033280,Christian McCaffrey,CAR,2022,5,54.0,14,0.86,SF,2.0,65.8,13.6,0,0,1,-6.0,40.0
00-0035685,David Montgomery,CHI,2022,5,20.0,12,0.72,MIN,11.0,65.8,19.0,1,1,0,-10.0,44.0
00-0033897,Joe Mixon,CIN,2022,5,78.0,14,0.7,BAL,6.0,59.2,19.4,0,0,3,-3.0,47.5
00-0033045,Ezekiel Elliott,DAL,2022,5,78.0,22,0.65,LA,4.0,58.6,15.8,0,1,1,-5.5,42.0
00-0033293,Aaron Jones,GB,2022,5,63.0,13,0.73,NYG,9.0,58.8,11.6,0,0,0,8.5,42.0
00-0037258,Dameon Pierce,HOU,2022,5,99.0,26,0.79,JAX,14.0,100.0,14.5,0,0,0,-7.0,44.0
00-0035700,Josh Jacobs,LV,2022,5,154.0,21,0.81,KC,3.0,83.8,16.6,0,0,0,-7.5,51.5
00-0031687,Raheem Mostert,MIA,2022,5,113.0,18,0.69,NYJ,7.0,69.0,15.0,0,0,3,3.0,46.0
00-0036875,Rhamondre Stevenson,NE,2022,5,161.0,25,0.9,DET,15.0,66.0,15.0,0,0,0,3.0,46.5
00-0033906,Alvin Kamara,NO,2022,5,103.0,23,0.73,SEA,8.0,66.0,16.0,1,1,0,5.5,45.5
00-0034844,Saquon Barkley,NYG,2022,5,70.0,13,0.69,GB,13.0,98.6,19.0,0,0,0,-8.5,42.0
00-0038120,Breece Hall,NYJ,2022,5,97.0,18,0.69,MIA,5.0,66.0,17.0,0,0,-3,-3.0,46.0
00-0035243,Miles Sanders,PHI,2022,5,58.0,15,0.74,ARI,12.0,55.0,11.2,0,1,0,5.5,48.5
00-0033856,Leonard Fournette,TB,2022,5,56.0,14,0.62,ATL,10.0,55.0,14.6,0,0,0,10.5,46.0
00-0032764,Derrick Henry,TEN,2022,5,102.0,28,0.64,WAS,1.0,87.0,24.0,0,0,0,1.0,43.0
00-0036383,Eno Benjamin,ARI,2022,6,37.0,15,0.87,SEA,18.0,,,0,0,0,2.5,50.0
00-0035250,Devin Singletary,BUF,2022,6,85.0,17,0.86,KC,3.0,51.4,13.0,0,0,1,2.5,54.0
00-0033280,Christian McCaffrey,CAR,2022,6,69.0,13,0.86,LA,5.0,64.8,14.4,0,1,0,-10.0,41.5
00-0035685,David Montgomery,CHI,2022,6,67.0,15,0.78,WAS,2.0,60.8,17.2,0,0,0,-1.0,38.5
00-0033897,Joe Mixon,CIN,2022,6,45.0,8,0.72,NO,14.0,60.4,19.2,0,1,0,3.0,42.5
00-0033045,Ezekiel Elliott,DAL,2022,6,81.0,13,0.61,PHI,6.0,56.8,16.6,0,0,0,-6.5,42.5
00-0036493,Deon Jackson,IND,2022,6,42.0,12,0.67,JAX,17.0,,,0,0,3,1.0,41.0
00-0035664,Darrell Henderson,LA,2022,6,43.0,12,0.71,CAR,4.0,55.6,11.8,0,1,0,10.0,41.5
00-0033699,Austin Ekeler,LAC,2022,6,36.0,14,0.66,DEN,18.0,48.6,13.4,0,1,-3,3.5,45.5
00-0031687,Raheem Mostert,MIA,2022,6,49.0,14,0.62,MIN,7.0,91.0,16.5,1,0,0,-3.0,45.0
00-0033893,Dalvin Cook,MIN,2022,6,77.0,13,0.87,MIA,10.0,73.6,18.2,0,0,0,3.0,45.0
00-0036875,Rhamondre Stevenson,NE,2022,6,76.0,19,0.86,CLE,9.0,89.75,17.5,0,0,0,-2.5,43.0
