week,matchup,sgo_player_id,player_name_norm,stat,line,over_odds,under_odds,actual,is_close_line
1,NYG@WAS,RUSSELL_WILSON_1_NFL,russell wilson,passing_yards,174.5,-125,-125,168,True
1,NYG@WAS,AUSTIN_EKELER_1_NFL,austin ekeler,receiving_yards,20.5,+425,-700,31,True
1,NYG@WAS,CHRIS_RODRIGUEZ_JR_1_NFL,chris rodriguez,rushing_yards,20.5,-110,-120,0,True
1,NYG@WAS,DEEBO_SAMUEL_1_NFL,deebo samuel,receiving_yards,60.5,+115,-150,77,True
1,NYG@WAS,ZACH_ERTZ_1_NFL,zach ertz,receiving_yards,15.5,+134,-180,26,True
1,NYG@WAS,NOAH_BROWN_1_NFL,noah brown,receiving_yards,27.5,+225,-325,27,True
1,NYG@WAS,BEAUX_COLLINS_1_NFL,beaux collins,receiving_yards,7.5,-109,-120,0,True
1,NYG@WAS,DYONTAE_JOHNSON_1_NFL,dyontae johnson,receiving_yards,9.5,-137,-137,0,True
1,NYG@WAS,JEREMY_MCNICHOLS_1_NFL,jeremy mcnichols,rushing_yards,6.5,+100,+100,25,True
1,CAR@JAX,TREVOR_LAWRENCE_1_NFL,trevor lawrence,passing_yards,185.5,-120,-130,178,True
1,CAR@JAX,BRYCE_YOUNG_1_NFL,bryce young,passing_yards,148.5,-125,-120,154,True
1,CAR@JAX,BRIAN_THOMAS_1_NFL,brian thomas,receiving_yards,15.5,+310,-450,11,True
1,CAR@JAX,CHUBA_HUBBARD_1_NFL,chuba hubbard,rushing_yards,55.5,-112,-127,57,True
1,CAR@JAX,TETAIROA_MCMILLAN_1_NFL,tetairoa mcmillan,receiving_yards,68.5,+105,-137,68,True
1,CAR@JAX,TRAVIS_HUNTER_1_NFL,travis hunter,receiving_yards,30.5,+350,-550,33,True
1,CAR@JAX,BRENTON_STRANGE_1_NFL,brenton strange,receiving_yards,31.5,-103,-125,59,True
1,CAR@JAX,ADAM_THIELEN_1_NFL,adam thielen,receiving_yards,37.5,-115,-115,0,True
1,CAR@JAX,JATAVION_SANDERS_1_NFL,jatavion sanders,receiving_yards,27.5,+170,-238,27,True
1,CAR@JAX,DYAMI_BROWN_1_NFL,dyami brown,receiving_yards,23.5,+140,-114,52,True
1,CAR@JAX,TANK_BIGSBY_1_NFL,tank bigsby,rushing_yards,21.5,-125,-125,12,True
1,CAR@JAX,TRAVIS_ETIENNE_JR_1_NFL,travis etienne,rushing_yards,111.5,-140,-115,143,True
1,CAR@JAX,RICO_DOWDLE_1_NFL,rico dowdle,rushing_yards,12.5,+142,-194,12,True
1,CAR@JAX,JALEN_COKER_1_NFL,jalen coker,receiving_yards,35.5,-115,-112,0,True
1,CAR@JAX,XAVIER_LEGETTE_1_NFL,xavier legette,receiving_yards,8.5,+147,-200,10,True
1,CAR@JAX,PARKER_WASHINGTON_1_NFL,parker washington,receiving_yards,10.5,+1100,-2500,0,True
1,CAR@JAX,DERRICK_BROWN_1_NFL,derrick brown,receiving_yards,23.5,-117,-117,0,True
1,CAR@JAX,HUNTER_RENFROW_1_NFL,hunter renfrow,receiving_yards,6.5,+125,-165,11,True
1,CAR@JAX,JORDAN_TRAVIS_1_NFL,jordan travis,receiving_yards,15.5,-114,-114,0,True
1,CAR@JAX,TOMMY_TREMBLE_1_NFL,tommy tremble,receiving_yards,10.5,+330,-500,2,True
1,TB@ATL,BAKER_MAYFIELD_1_NFL,baker mayfield,passing_yards,243.5,-115,-118,167,True
1,TB@ATL,MICHAEL_PENIX_JR_1_NFL,michael penix,passing_yards,233.5,-114,-114,298,True
1,TB@ATL,MIKE_EVANS_1_NFL,mike evans,receiving_yards,71.5,-116,-111,51,True
1,TB@ATL,DRAKE_LONDON_1_NFL,drake london,receiving_yards,82.5,-118,-115,55,True
1,TB@ATL,BIJAN_ROBINSON_1_NFL,bijan robinson,rushing_yards,76.5,-121,-118,24,True
1,TB@ATL,BUCKY_IRVING_1_NFL,bucky irving,rushing_yards,71.5,-121,-118,37,True
1,TB@ATL,KYLE_PITTS_1_NFL,kyle pitts,receiving_yards,37.5,-117,-117,59,True
1,TB@ATL,RACHAAD_WHITE_1_NFL,rachaad white,receiving_yards,11.5,-105,-105,2,True
1,TB@ATL,JALEN_MCMILLAN_1_NFL,jalen mcmillan,receiving_yards,36.5,-110,-105,0,True
1,TB@ATL,EMEKA_EGBUKA_1_NFL,emeka egbuka,receiving_yards,58.5,-115,-118,67,True
1,TB@ATL,CADE_OTTON_1_NFL,cade otton,receiving_yards,32.5,-115,-118,0,True
1,TB@ATL,TYLER_ALLGEIER_1_NFL,tyler allgeier,rushing_yards,24.5,-124,-115,24,True
1,TB@ATL,RAYRAY_MCCLOUD_III_1_NFL,rayray mccloud,receiving_yards,27.5,+325,-475,51,True
1,TB@ATL,STERLING_SHEPARD_1_NFL,sterling shepard,receiving_yards,19.5,-113,-121,39,True
1,TB@ATL,KHADAREL_HODGE_1_NFL,khadarel hodge,receiving_yards,15.5,+100,+100,0,True
1,TB@ATL,CASEY_WASHINGTON_1_NFL,casey washington,receiving_yards,33.5,+270,-375,33,True
1,TB@ATL,CARLOS_WASHINGTON_JR_1_NFL,carlos washington,receiving_yards,26.5,-137,-137,0,True
1,PIT@NYJ,JUSTIN_FIELDS_1_NFL,justin fields,passing_yards,220.5,-138,-114,218,True
1,PIT@NYJ,GARRETT_WILSON_1_NFL,garrett wilson,receiving_yards,53.5,-110,-118,95,True
1,PIT@NYJ,BREECE_HALL_1_NFL,breece hall,rushing_yards,107.5,+137,-199,107,True
1,PIT@NYJ,AARON_RODGERS_1_NFL,aaron rodgers,passing_yards,260.5,-120,-110,244,True
1,PIT@NYJ,CALVIN_AUSTIN_1_NFL,calvin austin,receiving_yards,24.5,-109,-119,70,True
1,PIT@NYJ,JAYLEN_WARREN_1_NFL,jaylen warren,rushing_yards,52.5,-114,-114,37,True
1,PIT@NYJ,PAT_FREIERMUTH_1_NFL,pat freiermuth,receiving_yards,27.5,-115,-112,28,True
1,PIT@NYJ,BRAELON_ALLEN_1_NFL,braelon allen,receiving_yards,1.5,-110,+100,0,True
1,PIT@NYJ,MASON_TAYLOR_1_NFL,mason taylor,receiving_yards,20.5,-127,-102,20,True
1,PIT@NYJ,ALLEN_LAZARD_1_NFL,allen lazard,rushing_yards,12.5,-137,-137,0,True
1,PIT@NYJ,KALEB_JOHNSON_1_NFL,kaleb johnson,rushing_yards,21.5,-114,-114,-2,True
1,PIT@NYJ,LEONARD_TAYLOR_1_NFL,leonard taylor,receiving_yards,9.5,-137,-137,0,True
1,PIT@NYJ,DK_METCALF_1_NFL,dk metcalf,receiving_yards,72.5,-110,-144,83,True
1,PIT@NYJ,JONNU_SMITH_1_NFL,jonnu smith,receiving_yards,17.5,+145,-190,15,True
1,PIT@NYJ,JOSH_REYNOLDS_1_NFL,josh reynolds,receiving_yards,22.5,-116,-111,18,True
1,PIT@NYJ,KENNETH_GAINWELL_1_NFL,kenneth gainwell,receiving_yards,9.5,+160,-220,4,True
1,PIT@NYJ,TYLER_JOHNSON_1_NFL,tyler johnson,receiving_yards,24.5,+210,-285,31,True
1,PIT@NYJ,JEREMY_RUCKERT_1_NFL,jeremy ruckert,receiving_yards,4.5,+222,-344,16,True
1,PIT@NYJ,DARNELL_WASHINGTON_1_NFL,darnell washington,receiving_yards,0.5,+222,-344,0,True
1,ARI@NO,KYLER_MURRAY_1_NFL,kyler murray,passing_yards,223.5,-110,-118,163,True
1,ARI@NO,MARVIN_HARRISON_JR_1_NFL,marvin harrison,receiving_yards,60.5,-114,-114,71,True
1,ARI@NO,TREY_MCBRIDE_1_NFL,trey mcbride,receiving_yards,66.5,-114,-114,61,True
1,ARI@NO,JAMES_CONNER_1_NFL,james conner,rushing_yards,39.5,+130,-170,39,True
1,ARI@NO,ALVIN_KAMARA_1_NFL,alvin kamara,rushing_yards,58.5,-114,-114,45,True
1,ARI@NO,CHRIS_OLAVE_1_NFL,chris olave,receiving_yards,50.5,-118,-110,54,True
1,ARI@NO,JUWAN_JOHNSON_1_NFL,juwan johnson,receiving_yards,26.5,-114,-114,76,True
1,ARI@NO,RASHID_SHAHEED_1_NFL,rashid shaheed,receiving_yards,27.5,+142,-197,33,True
1,ARI@NO,SPENCER_RATTLER_1_NFL,spencer rattler,rushing_yards,16.5,-122,-122,29,True
1,ARI@NO,MACK_WILSON_1_NFL,mack wilson,receiving_yards,24.5,-117,-113,5,True
1,ARI@NO,ZAY_JONES_1_NFL,zay jones,receiving_yards,10.5,+100,-141,4,True
1,ARI@NO,TREY_BENSON_1_NFL,trey benson,rushing_yards,26.5,-114,-114,69,True
1,ARI@NO,DIVAAD_WILSON_1_NFL,divaad wilson,receiving_yards,11.5,-137,-137,0,True
1,ARI@NO,BRANDIN_COOKS_1_NFL,brandin cooks,receiving_yards,16.5,-114,-114,26,True
1,ARI@NO,GREG_DORTCH_1_NFL,greg dortch,receiving_yards,13.5,-114,-114,-2,True
1,ARI@NO,KENDRE_MILLER_1_NFL,kendre miller,rushing_yards,24.5,+109,-141,24,True
1,ARI@NO,DEVAUGHN_VELE_1_NFL,devaughn vele,receiving_yards,13.5,+700,-1300,13,True
1,LV@NE,DRAKE_MAYE_1_NFL,drake maye,passing_yards,271.5,-125,-125,287,True
1,LV@NE,BROCK_BOWERS_1_NFL,brock bowers,receiving_yards,115.5,-115,-115,103,True
1,LV@NE,JAKOBI_MEYERS_1_NFL,jakobi meyers,receiving_yards,100.5,+230,-325,97,True
1,LV@NE,DEMARIO_DOUGLAS_1_NFL,demario douglas,receiving_yards,10.5,+125,-165,-2,True
1,LV@NE,GENO_SMITH_1_NFL,geno smith,passing_yards,328.5,-125,-125,362,True
1,LV@NE,ASHTON_JEANTY_1_NFL,ashton jeanty,receiving_yards,10.5,+850,-1700,2,True
1,LV@NE,HUNTER_HENRY_1_NFL,hunter henry,receiving_yards,46.5,+210,-280,66,True
1,LV@NE,KYLE_WILLIAMS_1_NFL,kyle williams,receiving_yards,24.5,+100,+100,12,True
1,LV@NE,TREVEYON_HENDERSON_1_NFL,treveyon henderson,receiving_yards,20.5,+120,-160,24,True
1,LV@NE,RHAMONDRE_STEVENSON_1_NFL,rhamondre stevenson,rushing_yards,15.5,+135,-175,15,True
1,LV@NE,MICHAEL_MAYER_1_NFL,michael mayer,receiving_yards,4.5,-110,-120,38,True
1,LV@NE,CHRIS_SMITH_II_1_NFL,chris smith,passing_yards,328.5,-137,-137,0,True
1,LV@NE,STEFON_DIGGS_1_NFL,stefon diggs,receiving_yards,57.5,+242,-377,57,True
1,LV@NE,DONTE_THORNTON_1_NFL,donte thornton,receiving_yards,10.5,+425,-700,45,True
1,LV@NE,TRE_TUCKER_1_NFL,tre tucker,receiving_yards,55.5,+375,-575,54,True
1,LV@NE,AUSTIN_HOOPER_1_NFL,austin hooper,receiving_yards,10.5,+235,-325,10,True
1,LV@NE,KAYSHON_BOUTTE_1_NFL,kayshon boutte,receiving_yards,84.5,+252,-394,103,True
1,LV@NE,MACK_HOLLINS_1_NFL,mack hollins,receiving_yards,0.5,+198,-267,3,True
1,LV@NE,RAHEEM_MOSTERT_1_NFL,raheem mostert,rushing_yards,20.5,-105,-110,0,True
1,MIA@IND,TUA_TAGOVAILOA_1_NFL,tua tagovailoa,passing_yards,155.5,+120,-160,114,True
1,MIA@IND,MICHAEL_PITTMAN_1_NFL,michael pittman,receiving_yards,80.5,+350,-550,80,True
1,MIA@IND,JONATHAN_TAYLOR_1_NFL,jonathan taylor,rushing_yards,95.5,-115,-115,71,True
1,MIA@IND,DEVON_ACHANE_1_NFL,devon achane,rushing_yards,30.5,-135,-115,55,True
1,MIA@IND,TYREEK_HILL_1_NFL,tyreek hill,receiving_yards,60.5,-130,+100,40,True
1,MIA@IND,JAYLEN_WADDLE_1_NFL,jaylen waddle,receiving_yards,35.5,-115,-115,30,True
1,MIA@IND,DANIEL_JONES_1_NFL,daniel jones,passing_yards,261.5,-112,-118,272,True
1,MIA@IND,JULIAN_HILL_1_NFL,julian hill,receiving_yards,10.5,+175,-240,0,True
1,MIA@IND,JOSH_DOWNS_1_NFL,josh downs,receiving_yards,15.5,+150,-200,12,True
1,MIA@IND,TYLER_WARREN_1_NFL,tyler warren,receiving_yards,65.5,+650,-1200,76,True
1,MIA@IND,MALIK_WASHINGTON_1_NFL,malik washington,receiving_yards,19.5,-108,-122,20,True
1,MIA@IND,OLLIE_GORDON_1_NFL,ollie gordon,rushing_yards,5.5,-115,-115,4,True
1,MIA@IND,ADONAI_MITCHELL_1_NFL,adonai mitchell,receiving_yards,21.5,+114,-152,21,True
1,MIA@IND,ALEC_PIERCE_1_NFL,alec pierce,receiving_yards,10.5,+145,-190,36,True
1,MIA@IND,NICK_WESTBROOKIKHINE_1_NFL,nick westbrookikhine,receiving_yards,8.5,-120,-110,7,True
1,CIN@CLE,JOE_BURROW_1_NFL,joe burrow,passing_yards,136.5,-125,-125,113,True
1,CIN@CLE,JAMARR_CHASE_1_NFL,jamarr chase,receiving_yards,35.5,+110,-145,26,True
1,CIN@CLE,TEE_HIGGINS_1_NFL,tee higgins,receiving_yards,30.5,+105,-140,33,True
1,CIN@CLE,JERRY_JEUDY_1_NFL,jerry jeudy,receiving_yards,25.5,-115,-115,66,True
1,CIN@CLE,CHASE_BROWN_1_NFL,chase brown,rushing_yards,54.5,-115,-135,43,True
1,CIN@CLE,DAVID_NJOKU_1_NFL,david njoku,receiving_yards,30.5,-115,-115,37,True
1,CIN@CLE,CEDRIC_TILLMAN_1_NFL,cedric tillman,receiving_yards,55.5,+145,-190,52,True
1,CIN@CLE,ANDREI_IOSIVAS_1_NFL,andrei iosivas,receiving_yards,10.5,+175,-240,0,True
1,CIN@CLE,MIKE_GESICKI_1_NFL,mike gesicki,receiving_yards,14.5,+116,-154,14,True
1,CIN@CLE,JEROME_FORD_1_NFL,jerome ford,rushing_yards,15.5,-125,-105,8,True
1,CIN@CLE,JAMARI_THRASH_1_NFL,jamari thrash,receiving_yards,10.5,+120,-160,6,True
1,CIN@CLE,JOE_FLACCO_1_NFL,joe flacco,passing_yards,256.5,-125,-125,290,True
1,CIN@CLE,DYLAN_SAMPSON_1_NFL,dylan sampson,rushing_yards,25.5,-130,+100,29,True
1,CIN@CLE,RAHEIM_SANDERS_1_NFL,raheim sanders,rushing_yards,6.5,-110,-121,3,True
1,CIN@CLE,HAROLD_FANNIN_JR_1_NFL,harold fannin,receiving_yards,39.5,-115,-115,63,True
1,CIN@CLE,NOAH_FANT_1_NFL,noah fant,receiving_yards,26.5,+260,-375,26,True
1,CIN@CLE,SAMAJE_PERINE_1_NFL,samaje perine,receiving_yards,6.5,+140,-192,6,True
1,CIN@CLE,KADEN_DAVIS_1_NFL,kaden davis,rushing_yards,0.5,-105,-125,0,True
1,CIN@CLE,DESMOND_RIDDER_1_NFL,desmond ridder,passing_yards,33.5,-115,-115,0,True
1,CIN@CLE,DILLON_GABRIEL_1_NFL,dillon gabriel,passing_yards,94.5,-115,-115,0,True
1,CIN@CLE,JAKE_BROWNING_1_NFL,jake browning,passing_yards,109.5,-115,-115,0,True
1,CIN@CLE,KENNY_PICKETT_1_NFL,kenny pickett,passing_yards,112.5,-115,-115,0,True
1,CIN@CLE,PAYTON_THORNE_1_NFL,payton thorne,passing_yards,50.5,-115,-115,0,True
1,CIN@CLE,SHEDEUR_SANDERS_1_NFL,shedeur sanders,passing_yards,44.5,+135,-180,0,True
1,CIN@CLE,DREW_SAMPLE_1_NFL,drew sample,receiving_yards,10.5,-120,-110,0,True
1,CIN@CLE,KENDRIC_PRYOR_1_NFL,kendric pryor,receiving_yards,13.5,-110,-120,0,True
1,CIN@CLE,TANNER_HUDSON_1_NFL,tanner hudson,receiving_yards,9.5,-125,-105,0,True
1,CIN@CLE,GARY_BRIGHTWELL_1_NFL,gary brightwell,rushing_yards,0.5,-110,-120,0,True
1,CIN@CLE,KENDALL_MILTON_1_NFL,kendall milton,rushing_yards,4.5,+105,-135,0,True
1,CIN@CLE,TAHJ_BROOKS_1_NFL,tahj brooks,rushing_yards,4.5,-120,-110,0,True
1,CIN@CLE,TRAYVEON_WILLIAMS_1_NFL,trayveon williams,rushing_yards,3.5,-130,+100,0,True
1,TEN@DEN,BO_NIX_1_NFL,bo nix,passing_yards,160.5,-105,-125,176,True
1,TEN@DEN,COURTLAND_SUTTON_1_NFL,courtland sutton,receiving_yards,58.5,-110,-107,61,True
1,TEN@DEN,CALVIN_RIDLEY_1_NFL,calvin ridley,receiving_yards,27.5,-110,-120,27,True
1,TEN@DEN,TONY_POLLARD_1_NFL,tony pollard,rushing_yards,63.5,-121,-118,60,True
1,TEN@DEN,CHIGOZIEM_OKONOKWO_1_NFL,chigoziem okonokwo,receiving_yards,19.5,+135,-170,19,True
1,TEN@DEN,TYJAE_SPEARS_1_NFL,tyjae spears,rushing_yards,20.5,+100,+100,0,True
1,TEN@DEN,MARVIN_MIMS_JR_1_NFL,marvin mims,receiving_yards,13.5,+250,-345,12,True
1,TEN@DEN,TROY_FRANKLIN_1_NFL,troy franklin,receiving_yards,29.5,+290,-410,44,True
1,TEN@DEN,CAMERON_WARD_1_NFL,cameron ward,passing_yards,188.5,-107,-107,112,True
1,TEN@DEN,JK_DOBBINS_1_NFL,jk dobbins,rushing_yards,61.5,-135,-115,63,True
1,TEN@DEN,TYLER_LOCKETT_1_NFL,tyler lockett,receiving_yards,10.5,-145,+110,0,True
1,TEN@DEN,EVAN_ENGRAM_1_NFL,evan engram,receiving_yards,25.5,-120,-110,21,True
1,TEN@DEN,RJ_HARVEY_1_NFL,rj harvey,rushing_yards,25.5,-125,-105,70,True
1,TEN@DEN,PAT_BRYANT_1_NFL,pat bryant,receiving_yards,6.5,-111,-120,0,True
1,TEN@DEN,ELIC_AYOMANOR_1_NFL,elic ayomanor,receiving_yards,13.5,+154,-200,13,True
1,TEN@DEN,VAN_JEFFERSON_1_NFL,van jefferson,receiving_yards,5.5,-104,-110,0,True
1,TEN@DEN,GUNNAR_HELM_1_NFL,gunnar helm,receiving_yards,16.5,+217,-328,16,True
1,SF@SEA,BROCK_PURDY_1_NFL,brock purdy,passing_yards,244.5,-115,-115,277,True
1,SF@SEA,BRANDON_AIYUK_1_NFL,brandon aiyuk,receiving_yards,65.5,+100,+100,0,True
1,SF@SEA,JAXON_SMITHNJIGBA_1_NFL,jaxon smithnjigba,receiving_yards,73.5,-102,-135,124,True
1,SF@SEA,CHRISTIAN_MCCAFFREY_1_NFL,christian mccaffrey,rushing_yards,61.5,-120,-120,69,True
1,SF@SEA,KENNETH_WALKER_III_1_NFL,kenneth walker,rushing_yards,57.5,-122,-117,20,True
1,SF@SEA,AJ_BARNER_1_NFL,aj barner,receiving_yards,21.5,-120,-114,0,True
1,SF@SEA,SAM_DARNOLD_1_NFL,sam darnold,passing_yards,206.5,-117,-117,150,True
1,SF@SEA,GEORGE_KITTLE_1_NFL,george kittle,receiving_yards,63.5,-115,-114,25,True
1,SF@SEA,ZACH_CHARBONNET_1_NFL,zach charbonnet,rushing_yards,28.5,-118,-121,47,True
1,SF@SEA,TORY_HORTON_1_NFL,tory horton,receiving_yards,23.5,-118,-115,0,True
1,SF@SEA,COOPER_KUPP_1_NFL,cooper kupp,receiving_yards,15.5,+170,-230,15,True
1,SF@SEA,JAUAN_JENNINGS_1_NFL,jauan jennings,receiving_yards,47.5,-114,-114,16,True
1,SF@SEA,RICKY_PEARSALL_1_NFL,ricky pearsall,receiving_yards,47.5,-114,-116,108,True
1,SF@SEA,BRIAN_ROBINSON_1_NFL,brian robinson,rushing_yards,10.5,-115,-135,33,True
1,SF@SEA,KYLE_JUSZCZYK_1_NFL,kyle juszczyk,receiving_yards,25.5,+112,-160,32,True
1,SF@SEA,LUKE_FARRELL_1_NFL,luke farrell,receiving_yards,4.5,+160,-225,4,True
1,HOU@LA,CJ_STROUD_1_NFL,cj stroud,passing_yards,189.5,-117,-122,188,True
1,HOU@LA,MATTHEW_STAFFORD_1_NFL,matthew stafford,passing_yards,230.5,-115,-115,245,True
1,HOU@LA,PUKA_NACUA_1_NFL,puka nacua,receiving_yards,85.5,-120,-110,130,True
1,HOU@LA,NICO_COLLINS_1_NFL,nico collins,receiving_yards,32.5,-115,-115,25,True
1,HOU@LA,JOE_MIXON_1_NFL,joe mixon,rushing_yards,67.5,+100,+100,0,True
1,HOU@LA,KYREN_WILLIAMS_1_NFL,kyren williams,rushing_yards,54.5,+105,-150,66,True
1,HOU@LA,JAYDEN_HIGGINS_1_NFL,jayden higgins,receiving_yards,32.5,+229,-363,32,True
1,HOU@LA,DALTON_SCHULTZ_1_NFL,dalton schultz,receiving_yards,28.5,+160,-227,28,True
1,HOU@LA,CHRISTIAN_KIRK_1_NFL,christian kirk,receiving_yards,40.5,-113,-115,0,True
1,HOU@LA,TUTU_ATWELL_1_NFL,tutu atwell,receiving_yards,10.5,+450,-750,4,True
1,HOU@LA,TYLER_HIGBEE_1_NFL,tyler higbee,receiving_yards,10.5,+425,-700,0,True
1,HOU@LA,NICK_CHUBB_1_NFL,nick chubb,rushing_yards,40.5,-165,+125,60,True
1,HOU@LA,DAVANTE_ADAMS_1_NFL,davante adams,receiving_yards,45.5,+145,-190,51,True
1,HOU@LA,CADE_STOVER_1_NFL,cade stover,receiving_yards,16.5,+172,-242,22,True
1,HOU@LA,XAVIER_HUTCHINSON_1_NFL,xavier hutchinson,receiving_yards,30.5,+226,-315,30,True
1,HOU@LA,JAYLIN_NOEL_1_NFL,jaylin noel,receiving_yards,10.5,+160,-210,7,True
1,HOU@LA,DAMEON_PIERCE_1_NFL,dameon pierce,rushing_yards,20.5,-115,-115,5,True
1,DET@GB,JORDAN_LOVE_1_NFL,jordan love,passing_yards,240.5,-115,-118,188,False
1,DET@GB,JARED_GOFF_1_NFL,jared goff,passing_yards,241.5,-117,-117,225,False
