wr_id,player_name,team,season,week,receiving_yards,receptions,targets,offense_pct,opponent,opponent_pass_defense_rank,wr_rec_yards_last5,wr_receptions_last5,wr_targets_last5,target_share_last5,wr_injury_status,is_dome,rest_advantage,spread_line,total_line
00-0036261,Brandon Aiyuk,SF,2023,16,113.0,6,7,0.94,BAL,17.0,83.0,4.2,6.2,0.23846153846153847,0,0,0,6.5,47.5
00-0031408,Mike Evans,TB,2023,16,86.0,7,9,0.77,JAX,26.0,68.0,4.6,9.0,0.28846153846153844,0,0,0,-2.0,43.0
00-0033921,Chris Godwin,TB,2023,16,78.0,6,10,0.8,JAX,26.0,58.4,4.8,8.0,0.2564102564102564,0,0,0,-2.0,43.0
00-0030564,DeAndre Hopkins,TEN,2023,16,20.0,2,4,0.82,SEA,19.0,61.2,4.2,9.4,0.34057971014492755,0,0,1,-3.0,42.0
00-0032398,Chris Moore,TEN,2023,16,9.0,1,2,0.74,SEA,19.0,32.4,2.0,2.8,0.10144927536231885,0,0,1,-3.0,42.0
00-0037742,Treylon Burks,TEN,2023,16,25.0,2,3,0.73,SEA,19.0,32.4,2.0,3.8,0.13768115942028986,0,0,1,-3.0,42.0
00-0033282,Curtis Samuel,WAS,2023,16,16.0,1,6,0.66,NYJ,4.0,50.6,4.8,6.4,0.17391304347826086,0,0,0,-3.0,36.5
00-0035659,Terry McLaurin,WAS,2023,16,50.0,3,5,0.92,NYJ,4.0,53.4,3.8,8.2,0.22282608695652173,0,0,0,-3.0,36.5
00-0037741,Jahan Dotson,WAS,2023,16,31.0,2,4,0.74,NYJ,4.0,22.0,2.2,3.6,0.09782608695652174,0,0,0,-3.0,36.5
00-0035500,Greg Dortch,ARI,2023,17,82.0,7,7,0.82,PHI,24.0,36.4,2.8,5.6,0.16374269005847952,0,0,1,-12.0,48.0
00-0036936,Rondale Moore,ARI,2023,17,26.0,3,4,0.66,PHI,24.0,32.2,2.4,3.6,0.10526315789473684,0,0,1,-12.0,48.0
00-0038559,Michael Wilson,ARI,2023,17,35.0,4,6,0.86,PHI,24.0,23.6,2.0,4.8,0.14035087719298245,0,0,1,-12.0,48.0
00-0037238,Drake London,ATL,2023,17,56.0,4,10,0.83,CHI,16.0,66.8,4.2,6.0,0.22388059701492538,0,0,0,-3.0,39.0
00-0036550,Rashod Bateman,BAL,2023,17,54.0,4,6,0.72,MIA,5.0,19.2,1.6,3.2,0.10738255033557047,0,0,-1,3.0,47.0
00-0031588,Stefon Diggs,BUF,2023,17,26.0,4,7,0.65,NE,11.0,37.6,4.4,8.6,0.2905405405405405,0,0,1,15.0,40.0
00-0037261,Khalil Shakir,BUF,2023,17,39.0,4,4,0.8,NE,11.0,51.0,2.4,3.2,0.10810810810810811,0,0,1,15.0,40.0
00-0030035,Adam Thielen,CAR,2023,17,38.0,6,6,0.93,JAX,30.0,47.6,3.8,6.2,0.22627737226277372,0,0,0,-3.5,38.0
00-0034777,DJ Chark,CAR,2023,17,18.0,1,6,0.83,JAX,30.0,39.8,2.8,4.4,0.16058394160583941,0,0,0,-3.5,38.0
00-0039062,Jonathan Mingo,CAR,2023,17,0.0,2,3,0.98,JAX,30.0,38.4,3.4,6.2,0.22627737226277372,0,0,0,-3.5,38.0
00-0034827,DJ Moore,CHI,2023,17,159.0,9,13,0.81,ATL,7.0,69.6,6.2,9.2,0.3262411347517731,0,0,0,3.0,39.0
00-0033009,Tyler Boyd,CIN,2023,17,29.0,2,2,0.69,KC,4.0,51.6,4.8,7.4,0.22289156626506024,0,0,2,-7.5,46.0
00-0036900,Ja'Marr Chase,CIN,2023,17,41.0,3,7,0.73,KC,4.0,67.0,4.8,6.6,0.19879518072289157,1,0,2,-7.5,46.0
00-0038979,Cedric Tillman,CLE,2023,17,8.0,1,4,0.95,NYJ,1.0,32.6,2.8,5.0,0.11904761904761904,0,0,0,6.5,33.5
00-0031236,Brandin Cooks,DAL,2023,17,60.0,5,8,0.78,DET,28.0,35.6,2.8,4.4,0.12643678160919541,0,1,0,5.5,53.0
00-0036358,CeeDee Lamb,DAL,2023,17,227.0,13,17,0.95,DET,28.0,82.2,7.0,11.2,0.3218390804597701,0,1,0,5.5,53.0
00-0035406,Lil'Jordan Humphrey,DEN,2023,17,69.0,2,4,0.65,LAC,6.0,5.5,1.0,1.5,0.02142857142857143,0,0,-1,3.5,39.5
00-0037382,Brandon Johnson,DEN,2023,17,27.0,4,6,0.84,LAC,6.0,17.25,1.75,4.0,0.11428571428571428,0,0,-1,3.5,39.5
00-0033943,Josh Reynolds,DET,2023,17,13.0,1,2,0.72,DAL,18.0,13.2,1.4,2.8,0.08187134502923976,0,1,0,-5.5,53.0
00-0036963,Amon-Ra St. Brown,DET,2023,17,90.0,6,8,1.0,DAL,18.0,76.6,6.6,9.6,0.2807017543859649,0,1,0,-5.5,53.0
00-0037240,Jameson Williams,DET,2023,17,69.0,2,3,0.64,DAL,18.0,47.333333333333336,2.6666666666666665,4.333333333333333,0.07602339181286549,0,1,0,-5.5,53.0
00-0037091,Bo Melton,GB,2023,17,105.0,6,9,0.66,MIN,20.0,,,,,0,1,0,-1.0,42.5
00-0037816,Romeo Doubs,GB,2023,17,28.0,3,6,0.76,MIN,20.0,50.0,3.6,4.8,0.14545454545454545,0,1,0,-1.0,42.5
00-0038465,Malik Heath,GB,2023,17,13.0,1,2,0.62,MIN,20.0,0.0,1.0,1.0,0.006060606060606061,0,1,0,-1.0,42.5
00-0030431,Robert Woods,HOU,2023,17,58.0,4,4,0.64,TEN,17.0,20.2,2.4,5.0,0.15151515151515152,0,1,0,5.0,44.0
00-0036554,Nico Collins,HOU,2023,17,80.0,7,8,0.62,TEN,17.0,88.8,6.0,8.6,0.2606060606060606,0,1,0,5.0,44.0
00-0037614,John Metchie III,HOU,2023,17,8.0,1,3,0.61,TEN,17.0,,,,,0,1,0,5.0,44.0
00-0036252,Michael Pittman,IND,2023,17,46.0,5,7,0.89,LV,21.0,91.0,9.0,12.0,0.3314917127071823,1,1,1,3.5,42.5
00-0037664,Alec Pierce,IND,2023,17,58.0,1,1,0.98,LV,21.0,38.4,2.6,5.4,0.14917127071823205,0,1,1,3.5,42.5
00-0038997,Josh Downs,IND,2023,17,53.0,2,2,0.63,LV,21.0,40.0,4.8,7.8,0.2154696132596685,0,1,1,3.5,42.5
00-0034837,Calvin Ridley,JAX,2023,17,39.0,4,8,0.71,CAR,2.0,59.4,4.8,9.6,0.22748815165876776,0,0,0,3.5,38.0
00-0036497,Tim Jones,JAX,2023,17,0.0,0,1,0.62,CAR,2.0,32.0,3.0,5.0,0.023696682464454975,0,0,0,3.5,38.0
00-0034272,Marquez Valdes-Scantling,KC,2023,17,3.0,1,3,0.7,CIN,32.0,31.4,1.6,2.6,0.07344632768361582,0,0,-2,7.5,46.0
00-0039067,Rashee Rice,KC,2023,17,127.0,5,6,0.78,CIN,32.0,78.2,7.6,10.0,0.2824858757062147,0,0,-2,7.5,46.0
00-0032775,Demarcus Robinson,LA,2023,17,92.0,6,10,0.92,NYG,11.0,41.8,3.0,6.0,0.17857142857142858,0,0,4,6.0,43.5
00-0033908,Cooper Kupp,LA,2023,17,27.0,4,6,0.98,NYG,11.0,67.0,6.2,8.6,0.25595238095238093,0,0,4,6.0,43.5
00-0039075,Puka Nacua,LA,2023,17,118.0,5,8,0.98,NYG,11.0,86.0,5.4,8.6,0.25595238095238093,1,0,4,6.0,43.5
00-0032543,Alex Erickson,LAC,2023,17,98.0,7,8,0.94,DEN,23.0,10.5,1.0,4.0,0.04419889502762431,0,0,1,-3.5,39.5
00-0035120,Keelan Doss,LAC,2023,17,25.0,5,8,0.75,DEN,23.0,,,,,0,0,1,-3.5,39.5
00-0038544,Quentin Johnston,LAC,2023,17,29.0,3,6,0.91,DEN,23.0,43.2,2.8,5.0,0.13812154696132597,0,0,1,-3.5,39.5
00-0031381,Davante Adams,LV,2023,17,126.0,13,21,0.97,IND,10.0,62.6,5.6,9.6,0.3157894736842105,0,1,-1,-3.5,42.5
00-0034960,Jakobi Meyers,LV,2023,17,56.0,6,10,0.95,IND,10.0,45.4,4.0,5.4,0.17763157894736842,0,1,-1,-3.5,42.5
00-0038563,Tre Tucker,LV,2023,17,36.0,2,5,0.69,IND,10.0,,,,,0,1,-1,-3.5,42.5
00-0033040,Tyreek Hill,MIA,2023,17,76.0,6,12,0.72,BAL,22.0,92.6,9.0,12.8,0.4444444444444444,0,0,1,-3.0,47.0
00-0034418,Cedrick Wilson Jr.,MIA,2023,17,27.0,2,4,0.86,BAL,22.0,24.5,2.25,4.25,0.11805555555555555,0,0,1,-3.0,47.0
00-0036322,Justin Jefferson,MIN,2023,17,59.0,5,10,1.0,GB,29.0,97.4,5.8,9.6,0.3096774193548387,0,1,0,1.0,42.5
00-0038994,Jordan Addison,MIN,2023,17,28.0,3,5,0.92,GB,29.0,58.0,4.2,6.4,0.2064516129032258,1,1,0,1.0,42.5
00-0036387,Jalen Reagor,NE,2023,17,39.0,1,3,0.68,BUF,3.0,22.0,1.5,4.0,0.05442176870748299,0,0,-1,-15.0,40.0
00-0038104,Tyquan Thornton,NE,2023,17,24.0,3,3,0.7,BUF,3.0,21.2,1.6,4.0,0.1360544217687075,0,0,-1,-15.0,40.0
00-0038621,Demario Douglas,NE,2023,17,31.0,3,5,0.94,BUF,3.0,54.2,4.8,7.2,0.24489795918367346,0,0,-1,-15.0,40.0
00-0037239,Chris Olave,NO,2023,17,26.0,3,6,0.67,TB,26.0,82.0,6.0,8.6,0.27564102564102566,0,0,3,-2.5,42.5
00-0035535,Darius Slayton,NYG,2023,17,106.0,4,6,0.86,LA,27.0,49.4,3.2,4.8,0.183206106870229,0,0,-4,-6.0,43.5
00-0038117,Wan'Dale Robinson,NYG,2023,17,55.0,6,9,0.82,LA,27.0,36.2,4.0,5.4,0.20610687022900764,1,0,-4,-6.0,43.5
00-0038938,Jalin Hyatt,NYG,2023,17,25.0,3,4,0.77,LA,27.0,43.6,2.4,4.2,0.16030534351145037,0,0,-4,-6.0,43.5
00-0037740,Garrett Wilson,NYJ,2023,17,50.0,5,10,0.99,CLE,9.0,61.4,6.2,10.0,0.2717391304347826,0,0,0,-6.5,33.5
00-0038492,Jason Brownlee,NYJ,2023,17,28.0,2,2,0.97,CLE,9.0,14.0,1.5,2.5,0.02717391304347826,0,0,0,-6.5,33.5
00-0038496,Xavier Gipson,NYJ,2023,17,33.0,4,7,0.7,CLE,9.0,25.8,2.2,3.6,0.09782608695652174,0,0,0,-6.5,33.5
00-0035676,A.J. Brown,PHI,2023,17,53.0,4,5,0.94,ARI,15.0,76.2,6.6,11.2,0.34146341463414637,0,0,-1,12.0,48.0
00-0036912,DeVonta Smith,PHI,2023,17,30.0,3,5,0.88,ARI,15.0,80.8,6.0,7.8,0.23780487804878048,0,0,-1,12.0,48.0
00-0037247,George Pickens,PIT,2023,17,131.0,7,9,0.78,SEA,14.0,81.0,3.8,5.8,0.2,0,0,1,-4.5,40.5
00-0032211,Tyler Lockett,SEA,2023,17,10.0,1,5,0.82,PIT,13.0,53.6,5.0,7.8,0.23780487804878048,0,0,-1,4.5,40.5
00-0035640,DK Metcalf,SEA,2023,17,106.0,5,8,0.96,PIT,13.0,70.4,4.0,6.8,0.2073170731707317,1,0,-1,4.5,40.5
00-0038543,Jaxon Smith-Njigba,SEA,2023,17,12.0,1,2,0.67,PIT,13.0,47.4,4.6,6.4,0.1951219512195122,0,0,-1,4.5,40.5
00-0035719,Deebo Samuel Sr.,SF,2023,17,37.0,5,6,0.84,WAS,25.0,87.8,5.2,8.2,0.2789115646258503,0,0,-1,14.0,49.0
00-0036261,Brandon Aiyuk,SF,2023,17,114.0,7,8,0.87,WAS,25.0,74.4,4.4,6.4,0.21768707482993196,0,0,-1,14.0,49.0
00-0031408,Mike Evans,TB,2023,17,70.0,3,4,0.82,NO,8.0,76.6,5.0,8.4,0.28378378378378377,0,0,-3,2.5,42.5
00-0033921,Chris Godwin,TB,2023,17,81.0,3,5,0.86,NO,8.0,66.2,4.8,8.6,0.2905405405405405,0,0,-3,2.5,42.5
00-0039052,Trey Palmer,TB,2023,17,84.0,4,5,0.73,NO,8.0,15.4,2.6,4.2,0.14189189189189189,0,0,-3,2.5,42.5
00-0030564,DeAndre Hopkins,TEN,2023,17,72.0,7,7,0.85,HOU,31.0,59.8,4.0,8.4,0.2857142857142857,0,1,0,-5.0,44.0
00-0032398,Chris Moore,TEN,2023,17,32.0,1,3,0.76,HOU,31.0,30.0,1.8,2.4,0.08163265306122448,0,1,0,-5.0,44.0
00-0037742,Treylon Burks,TEN,2023,17,11.0,2,3,0.82,HOU,31.0,33.8,2.0,3.8,0.1292517006802721,0,1,0,-5.0,44.0
00-0035659,Terry McLaurin,WAS,2023,17,61.0,4,7,0.89,SF,19.0,56.8,3.6,7.6,0.21839080459770116,0,0,1,-14.0,49.0
00-0037741,Jahan Dotson,WAS,2023,17,0.0,0,1,0.85,SF,19.0,28.2,2.6,4.0,0.11494252873563218,0,0,1,-14.0,49.0
00-0035500,Greg Dortch,ARI,2023,18,14.0,2,4,0.67,SEA,22.0,37.6,3.0,5.4,0.15606936416184972,0,1,0,-2.5,48.0
00-0038559,Michael Wilson,ARI,2023,18,95.0,6,6,0.83,SEA,22.0,25.4,2.2,5.0,0.14450867052023122,0,1,0,-2.5,48.0
00-0037238,Drake London,ATL,2023,18,41.0,4,9,0.75,NO,12.0,59.8,4.0,6.6,0.22448979591836735,0,1,0,-3.5,41.5
00-0031549,Nelson Agholor,BAL,2023,18,39.0,5,5,1.0,PIT,20.0,22.0,3.2,5.4,0.1836734693877551,0,0,0,-3.0,34.0
00-0032951,Laquon Treadwell,BAL,2023,18,16.0,1,3,0.75,PIT,20.0,26.0,3.0,7.0,0.047619047619047616,0,0,0,-3.0,34.0
00-0031588,Stefon Diggs,BUF,2023,18,87.0,7,8,0.88,MIA,13.0,36.0,4.6,9.0,0.30612244897959184,0,0,0,2.5,47.5
00-0034487,Trent Sherfield,BUF,2023,18,24.0,3,4,0.71,MIA,13.0,35.6,1.6,3.8,0.1292517006802721,0,0,0,2.5,47.5
00-0037261,Khalil Shakir,BUF,2023,18,105.0,6,6,0.77,MIA,13.0,47.4,2.4,3.2,0.10884353741496598,0,0,0,2.5,47.5
00-0030035,Adam Thielen,CAR,2023,18,12.0,2,3,0.92,TB,26.0,54.8,4.8,6.8,0.2361111111111111,0,0,0,-5.0,36.5
00-0034777,DJ Chark,CAR,2023,18,46.0,2,4,0.65,TB,26.0,38.8,2.6,4.8,0.16666666666666666,0,0,0,-5.0,36.5
00-0036955,Terrace Marshall Jr.,CAR,2023,18,5.0,1,1,0.92,TB,26.0,25.6,3.2,5.0,0.1736111111111111,0,0,0,-5.0,36.5
00-0034827,DJ Moore,CHI,2023,18,64.0,4,6,0.9,GB,23.0,82.2,6.6,10.0,0.33783783783783783,0,0,0,-2.5,45.5
00-0038619,Andrei Iosivas,CIN,2023,18,36.0,5,7,0.92,CLE,11.0,36.0,4.0,8.0,0.046511627906976744,0,0,-3,7.5,37.0
00-0036133,James Proche,CLE,2023,18,0.0,0,4,0.94,CIN,30.0,24.0,3.0,4.0,0.02,0,0,3,-7.5,37.0
00-0037257,David Bell,CLE,2023,18,68.0,4,4,0.98,CIN,30.0,20.6,2.6,3.6,0.09,0,0,3,-7.5,37.0
00-0038979,Cedric Tillman,CLE,2023,18,43.0,3,6,0.64,CIN,30.0,23.2,2.2,4.8,0.12,0,0,3,-7.5,37.0
00-0031236,Brandin Cooks,DAL,2023,18,39.0,6,8,0.79,WAS,27.0,33.2,3.0,5.0,0.13966480446927373,0,0,1,13.0,47.5
00-0036358,CeeDee Lamb,DAL,2023,18,98.0,13,13,0.85,WAS,27.0,117.0,8.8,12.8,0.3575418994413408,0,0,1,13.0,47.5
00-0036407,Jerry Jeudy,DEN,2023,18,79.0,3,6,0.62,LV,10.0,47.6,3.2,5.2,0.174496644295302,0,1,0,-3.5,37.5
00-0033943,Josh Reynolds,DET,2023,18,44.0,5,7,0.88,MIN,25.0,13.2,1.4,3.0,0.09316770186335403,0,1,1,3.5,47.5
00-0036963,Amon-Ra St. Brown,DET,2023,18,144.0,7,10,0.72,MIN,25.0,75.6,6.0,9.0,0.2795031055900621,0,1,1,3.5,47.5
00-0037091,Bo Melton,GB,2023,18,62.0,5,7,0.75,CHI,9.0,105.0,6.0,9.0,0.05325443786982249,0,0,0,2.5,45.5
00-0038393,Dontayvion Wicks,GB,2023,18,61.0,6,7,0.72,CHI,9.0,40.5,3.0,5.25,0.1242603550295858,1,0,0,2.5,45.5
00-0039146,Jayden Reed,GB,2023,18,112.0,4,4,0.6,CHI,9.0,49.0,4.6,7.0,0.20710059171597633,1,0,0,2.5,45.5
00-0036554,Nico Collins,HOU,2023,18,195.0,9,9,0.84,IND,16.0,98.8,6.6,9.0,0.2795031055900621,0,1,0,1.5,47.5
00-0037614,John Metchie III,HOU,2023,18,5.0,1,2,0.68,IND,16.0,8.0,1.0,3.0,0.018633540372670808,0,1,0,1.5,47.5
00-0038618,Xavier Hutchinson,HOU,2023,18,6.0,1,4,0.64,IND,16.0,7.5,1.0,3.0,0.037267080745341616,0,1,0,1.5,47.5
00-0036252,Michael Pittman,IND,2023,18,44.0,5,6,1.0,HOU,24.0,87.4,8.4,11.8,0.36645962732919257,0,1,0,-1.5,47.5
00-0037664,Alec Pierce,IND,2023,18,0.0,0,4,0.97,HOU,24.0,44.6,2.0,4.4,0.13664596273291926,0,1,0,-1.5,47.5
00-0038997,Josh Downs,IND,2023,18,48.0,3,3,0.68,HOU,24.0,36.2,3.8,6.4,0.19875776397515527,0,1,0,-1.5,47.5
00-0033891,Zay Jones,JAX,2023,18,47.0,6,9,0.93,TEN,19.0,39.2,4.0,7.4,0.18781725888324874,1,0,0,3.5,41.5
00-0034837,Calvin Ridley,JAX,2023,18,106.0,6,10,0.85,TEN,19.0,49.4,4.6,10.0,0.25380710659898476,0,0,0,3.5,41.5
00-0038606,Parker Washington,JAX,2023,18,11.0,1,1,0.68,TEN,19.0,27.0,2.0,3.0,0.015228426395939087,0,0,0,3.5,41.5
00-0034286,Richie James,KC,2023,18,15.0,2,2,0.83,LAC,7.0,58.0,6.0,7.8,0.2254335260115607,0,1,0,-3.5,35.0
00-0035140,Mecole Hardman,KC,2023,18,77.0,6,11,1.0,LAC,7.0,17.0,2.5,2.5,0.028901734104046242,0,1,0,-3.5,35.0
00-0037216,Justyn Ross,KC,2023,18,17.0,2,4,0.66,LAC,7.0,,,,,0,1,0,-3.5,35.0
00-0036849,Tutu Atwell,LA,2023,18,7.0,2,4,0.93,SF,18.0,22.4,1.8,3.4,0.09941520467836257,0,0,0,-5.5,40.0
00-0036862,Ben Skowronek,LA,2023,18,22.0,2,2,0.61,SF,18.0,26.2,2.6,4.4,0.1286549707602339,0,0,0,-5.5,40.0
00-0032543,Alex Erickson,LAC,2023,18,29.0,2,5,0.69,KC,3.0,39.666666666666664,3.0,5.333333333333333,0.0903954802259887,0,1,0,3.5,35.0
00-0038544,Quentin Johnston,LAC,2023,18,17.0,2,5,0.87,KC,3.0,44.8,3.0,5.0,0.14124293785310735,0,1,0,3.5,35.0
00-0031381,Davante Adams,LV,2023,18,46.0,5,8,0.94,DEN,28.0,71.4,6.8,11.2,0.35,0,1,0,3.5,37.5
00-0034960,Jakobi Meyers,LV,2023,18,61.0,3,5,0.88,DEN,28.0,46.8,4.4,6.4,0.2,0,1,0,3.5,37.5
00-0038563,Tre Tucker,LV,2023,18,79.0,5,5,0.64,DEN,28.0,36.0,2.0,5.0,0.03125,0,1,0,3.5,37.5
00-0033040,Tyreek Hill,MIA,2023,18,82.0,7,13,0.77,BUF,6.0,90.2,8.0,12.2,0.4066666666666667,0,0,0,-2.5,47.5
00-0034418,Cedrick Wilson Jr.,MIA,2023,18,24.0,1,3,0.96,BUF,6.0,25.0,2.2,4.2,0.14,0,0,0,-2.5,47.5
00-0036322,Justin Jefferson,MIN,2023,18,192.0,12,14,0.93,DET,32.0,79.4,5.4,9.0,0.28662420382165604,0,1,-1,-3.5,47.5
00-0038994,Jordan Addison,MIN,2023,18,57.0,4,8,0.93,DET,32.0,49.8,4.0,6.0,0.1910828025477707,0,1,-1,-3.5,47.5
00-0036387,Jalen Reagor,NE,2023,18,33.0,1,5,0.82,NYJ,2.0,27.666666666666668,1.3333333333333333,3.6666666666666665,0.08088235294117647,0,0,-3,2.5,28.5
00-0038621,Demario Douglas,NE,2023,18,13.0,2,6,0.96,NYJ,2.0,55.4,4.4,6.8,0.25,0,0,-3,2.5,28.5
00-0037239,Chris Olave,NO,2023,18,56.0,3,3,0.73,ATL,4.0,78.0,5.4,8.2,0.26973684210526316,0,1,0,3.5,41.5
00-0037545,Rashid Shaheed,NO,2023,18,65.0,3,4,0.67,ATL,4.0,41.4,3.2,6.8,0.2236842105263158,0,1,0,3.5,41.5
00-0038612,A.T. Perry,NO,2023,18,53.0,3,3,0.64,ATL,4.0,30.8,1.2,2.2,0.07236842105263158,1,1,0,3.5,41.5
00-0035535,Darius Slayton,NYG,2023,18,62.0,5,7,0.78,PHI,17.0,58.8,3.2,4.6,0.1597222222222222,0,0,0,-4.5,43.0
00-0036165,Isaiah Hodgins,NYG,2023,18,36.0,3,3,0.79,PHI,17.0,13.4,1.2,2.6,0.09027777777777778,0,0,0,-4.5,43.0
00-0038117,Wan'Dale Robinson,NYG,2023,18,85.0,5,6,0.69,PHI,17.0,40.2,4.6,6.4,0.2222222222222222,0,0,0,-4.5,43.0
00-0038492,Jason Brownlee,NYJ,2023,18,0.0,0,1,0.83,NE,8.0,18.666666666666668,1.6666666666666667,2.3333333333333335,0.036458333333333336,0,0,3,-2.5,28.5
00-0035208,Olamide Zaccheaus,PHI,2023,18,20.0,2,4,0.82,NYG,15.0,14.2,2.0,4.2,0.1320754716981132,0,0,0,4.5,43.0
00-0036271,Quez Watkins,PHI,2023,18,93.0,8,11,0.98,NYG,15.0,14.8,2.4,4.0,0.12578616352201258,0,0,0,4.5,43.0
00-0031428,Allen Robinson,PIT,2023,18,0.0,0,1,0.68,BAL,29.0,19.2,2.4,2.8,0.1044776119402985,0,0,0,3.0,34.0
00-0032211,Tyler Lockett,SEA,2023,18,71.0,2,4,0.78,ARI,5.0,49.6,4.6,7.8,0.22941176470588234,0,1,0,2.5,48.0
00-0035640,DK Metcalf,SEA,2023,18,10.0,1,6,0.84,ARI,5.0,85.2,4.4,6.6,0.19411764705882353,0,1,0,2.5,48.0
00-0038543,Jaxon Smith-Njigba,SEA,2023,18,14.0,3,5,0.65,ARI,5.0,41.6,4.4,6.2,0.18235294117647058,0,1,0,2.5,48.0
00-0032128,Chris Conley,SF,2023,18,69.0,3,6,0.7,LA,31.0,,,,,0,0,0,5.5,40.0
00-0038647,Ronnie Bell,SF,2023,18,5.0,1,5,0.62,LA,31.0,,,,,0,0,0,5.5,40.0
00-0031408,Mike Evans,TB,2023,18,22.0,3,8,0.86,CAR,1.0,76.6,4.4,7.4,0.24503311258278146,0,0,0,5.0,36.5
00-0033921,Chris Godwin,TB,2023,18,51.0,6,7,0.77,CAR,1.0,73.4,4.8,8.2,0.271523178807947,0,0,0,5.0,36.5
00-0030564,DeAndre Hopkins,TEN,2023,18,46.0,7,10,0.78,JAX,21.0,62.4,4.6,8.8,0.30344827586206896,0,0,0,-3.5,41.5
00-0032398,Chris Moore,TEN,2023,18,30.0,3,4,0.64,JAX,21.0,26.6,1.8,2.8,0.09655172413793103,0,0,0,-3.5,41.5
00-0035659,Terry McLaurin,WAS,2023,18,56.0,6,8,0.88,DAL,14.0,60.4,3.4,7.6,0.24050632911392406,0,0,-1,-13.0,47.5
00-0037741,Jahan Dotson,WAS,2023,18,17.0,2,3,0.84,DAL,14.0,23.6,2.0,3.4,0.10759493670886076,0,0,-1,-13.0,47.5
00-0031588,Stefon Diggs,BUF,2023,19,52.0,7,9,0.84,PIT,8.0,48.0,5.2,9.0,0.3333333333333333,0,0,-1,10.0,39.5
00-0037261,Khalil Shakir,BUF,2023,19,31.0,3,3,0.67,PIT,8.0,63.6,3.4,4.0,0.14814814814814814,0,0,-1,10.0,39.5
00-0031544,Amari Cooper,CLE,2023,19,59.0,4,5,0.97,HOU,6.0,100.2,5.6,10.2,0.27717391304347827,0,1,-1,2.5,45.0
00-0036980,Elijah Moore,CLE,2023,19,12.0,2,2,0.89,HOU,6.0,41.0,2.8,6.8,0.18478260869565216,0,1,-1,2.5,45.0
00-0037257,David Bell,CLE,2023,19,54.0,8,8,0.61,HOU,6.0,31.6,3.2,4.0,0.10869565217391304,0,1,-1,2.5,45.0
00-0031236,Brandin Cooks,DAL,2023,19,47.0,6,8,0.93,GB,5.0,32.0,3.4,5.8,0.16201117318435754,0,1,0,7.0,52.5
00-0034764,Michael Gallup,DAL,2023,19,103.0,6,6,0.66,GB,5.0,28.8,2.6,5.2,0.1452513966480447,0,1,0,7.0,52.5
00-0036358,CeeDee Lamb,DAL,2023,19,110.0,9,17,0.92,GB,5.0,113.4,9.0,12.0,0.33519553072625696,0,1,0,7.0,52.5
00-0033943,Josh Reynolds,DET,2023,19,80.0,5,7,0.86,LA,10.0,19.0,2.0,3.6,0.10843373493975904,0,1,0,3.5,52.5
00-0036963,Amon-Ra St. Brown,DET,2023,19,110.0,7,9,0.93,LA,10.0,94.6,7.0,9.8,0.29518072289156627,0,1,0,3.5,52.5
00-0037240,Jameson Williams,DET,2023,19,19.0,2,2,0.7,LA,10.0,52.75,2.5,4.0,0.0963855421686747,0,1,0,3.5,52.5
00-0037816,Romeo Doubs,GB,2023,19,151.0,6,6,0.7,DAL,3.0,48.2,3.6,5.2,0.1566265060240964,0,1,0,-7.0,52.5
00-0036554,Nico Collins,HOU,2023,19,96.0,6,7,0.7,CLE,4.0,127.0,7.8,9.8,0.30625,0,1,1,-2.5,45.0
00-0037614,John Metchie III,HOU,2023,19,44.0,3,3,0.76,CLE,4.0,6.5,1.0,2.5,0.03125,0,1,1,-2.5,45.0
00-0034386,Justin Watson,KC,2023,19,20.0,2,2,0.68,MIA,11.0,28.4,2.6,5.2,0.1511627906976744,0,0,0,4.5,43.5
00-0039067,Rashee Rice,KC,2023,19,130.0,8,12,0.77,MIA,11.0,82.2,7.0,9.2,0.26744186046511625,0,0,0,4.5,43.5
00-0032775,Demarcus Robinson,LA,2023,19,44.0,3,6,0.86,DET,12.0,55.4,3.8,6.2,0.19375,0,1,0,-3.5,52.5
00-0033908,Cooper Kupp,LA,2023,19,27.0,5,9,1.0,DET,12.0,68.8,6.4,8.8,0.275,0,1,0,-3.5,52.5
00-0039075,Puka Nacua,LA,2023,19,181.0,9,10,0.84,DET,12.0,104.2,5.6,8.6,0.26875,0,1,0,-3.5,52.5
00-0033040,Tyreek Hill,MIA,2023,19,62.0,5,8,0.66,KC,1.0,84.2,7.8,12.2,0.39869281045751637,0,0,0,-4.5,43.5
00-0034418,Cedrick Wilson Jr.,MIA,2023,19,37.0,3,7,0.62,KC,1.0,23.6,2.2,3.8,0.12418300653594772,0,0,0,-4.5,43.5
00-0036613,Jaylen Waddle,MIA,2023,19,31.0,2,5,0.67,KC,1.0,88.4,6.2,8.2,0.2679738562091503,1,0,0,-4.5,43.5
00-0035208,Olamide Zaccheaus,PHI,2023,19,5.0,1,1,0.64,TB,9.0,18.2,2.4,4.4,0.14666666666666667,0,0,0,2.5,43.0
00-0036271,Quez Watkins,PHI,2023,19,12.0,3,4,0.81,TB,9.0,32.2,3.2,5.0,0.16666666666666666,0,0,0,2.5,43.0
00-0036912,DeVonta Smith,PHI,2023,19,148.0,8,12,0.97,TB,9.0,65.6,5.2,7.2,0.24,0,0,0,2.5,43.0
