wr_id,player_name,team,season,week,receiving_yards,receptions,targets,offense_pct,opponent,opponent_pass_defense_rank,wr_rec_yards_last5,wr_receptions_last5,wr_targets_last5,target_share_last5,wr_injury_status,is_dome,rest_advantage,spread_line,total_line
00-0027942,A.J. Green,ARI,2022,1,13.0,2,4,0.74,KC,,,,,,0,1,0,-6.0,54.0
00-0035500,Greg Dortch,ARI,2022,1,63.0,7,9,0.91,KC,,,,,,0,1,0,-6.0,54.0
00-0035662,Marquise Brown,ARI,2022,1,43.0,4,6,0.95,KC,,,,,,0,1,0,-6.0,54.0
00-0035208,Olamide Zaccheaus,ATL,2022,1,49.0,4,4,0.6,NO,,,,,,0,1,0,-6.0,43.5
00-0037238,Drake London,ATL,2022,1,74.0,5,7,0.72,NO,,,,,,1,1,0,-6.0,43.5
00-0036550,Rashod Bateman,BAL,2022,1,59.0,2,5,0.66,NYJ,,,,,,0,0,0,6.5,44.0
00-0031588,Stefon Diggs,BUF,2022,1,122.0,8,9,0.64,LA,,,,,,0,1,0,1.0,51.5
00-0032688,Robbie Chosen,CAR,2022,1,102.0,5,8,1.0,CLE,,,,,,0,0,0,2.5,42.5
00-0034827,D.J. Moore,CAR,2022,1,43.0,3,6,1.0,CLE,,,,,,0,0,0,2.5,42.5
00-0036572,Shi Smith,CAR,2022,1,12.0,1,3,0.77,CLE,,,,,,0,0,0,2.5,42.5
00-0034279,Equanimeous St. Brown,CHI,2022,1,18.0,1,3,0.76,SF,,,,,,0,0,0,-6.5,38.0
00-0036309,Darnell Mooney,CHI,2022,1,8.0,1,3,0.9,SF,,,,,,0,0,0,-6.5,38.0
00-0033009,Tyler Boyd,CIN,2022,1,33.0,4,7,0.8,PIT,,,,,,0,0,0,7.5,44.5
00-0033114,Mike Thomas,CIN,2022,1,5.0,1,5,0.69,PIT,,,,,,0,0,0,7.5,44.5
00-0036900,Ja'Marr Chase,CIN,2022,1,129.0,10,16,1.0,PIT,,,,,,0,0,0,7.5,44.5
00-0031544,Amari Cooper,CLE,2022,1,17.0,3,6,0.83,CAR,,,,,,0,0,0,-2.5,42.5
00-0036233,Donovan Peoples-Jones,CLE,2022,1,60.0,6,11,0.83,CAR,,,,,,0,0,0,-2.5,42.5
00-0033591,Noah Brown,DAL,2022,1,68.0,5,9,0.88,TB,,,,,,0,1,0,-2.5,49.5
00-0036358,CeeDee Lamb,DAL,2022,1,29.0,2,11,0.97,TB,,,,,,0,1,0,-2.5,49.5
00-0034348,Courtland Sutton,DEN,2022,1,72.0,4,7,0.95,SEA,,,,,,0,0,0,6.0,44.0
00-0036407,Jerry Jeudy,DEN,2022,1,102.0,4,7,0.89,SEA,,,,,,0,0,0,6.0,44.0
00-0036412,K.J. Hamler,DEN,2022,1,0.0,0,1,0.61,SEA,,,,,,1,0,0,6.0,44.0
00-0033943,Josh Reynolds,DET,2022,1,28.0,1,3,0.8,PHI,,,,,,0,1,0,-6.0,49.0
00-0034777,D.J. Chark,DET,2022,1,52.0,4,8,0.81,PHI,,,,,,0,1,0,-6.0,49.0
00-0036963,Amon-Ra St. Brown,DET,2022,1,64.0,8,12,0.88,PHI,,,,,,0,1,0,-6.0,49.0
00-0028002,Randall Cobb,GB,2022,1,14.0,2,3,0.61,MIN,,,,,,0,1,0,-2.5,47.0
00-0031325,Sammy Watkins,GB,2022,1,18.0,3,3,0.67,MIN,,,,,,0,1,0,-2.5,47.0
00-0038124,Christian Watson,GB,2022,1,34.0,2,4,0.66,MIN,,,,,,0,1,0,-2.5,47.0
00-0031236,Brandin Cooks,HOU,2022,1,82.0,7,12,0.91,IND,,,,,,0,1,0,-7.0,46.0
00-0036554,Nico Collins,HOU,2022,1,26.0,2,3,0.67,IND,,,,,,0,1,0,-7.0,46.0
00-0035639,Parris Campbell,IND,2022,1,37.0,3,4,0.77,HOU,,,,,,0,1,0,7.0,46.0
00-0036252,Michael Pittman,IND,2022,1,121.0,9,13,0.98,HOU,,,,,,0,1,0,7.0,46.0
00-0029293,Marvin Jones,JAX,2022,1,38.0,4,6,0.81,WAS,,,,,,0,0,0,-3.0,43.5
00-0033891,Zay Jones,JAX,2022,1,65.0,6,9,0.83,WAS,,,,,,0,0,0,-3.0,43.5
00-0034775,Christian Kirk,JAX,2022,1,117.0,6,12,0.91,WAS,,,,,,0,0,0,-3.0,43.5
00-0033857,JuJu Smith-Schuster,KC,2022,1,79.0,6,8,0.66,ARI,,,,,,0,1,0,6.0,54.0
00-0034272,Marquez Valdes-Scantling,KC,2022,1,44.0,4,4,0.73,ARI,,,,,,0,1,0,6.0,54.0
00-0031428,Allen Robinson,LA,2022,1,12.0,1,2,0.97,BUF,,,,,,0,1,0,-1.0,51.5
00-0033908,Cooper Kupp,LA,2022,1,128.0,13,15,1.0,BUF,,,,,,0,1,0,-1.0,51.5
00-0036862,Ben Skowronek,LA,2022,1,25.0,4,6,0.88,BUF,,,,,,0,1,0,-1.0,51.5
00-0033536,Mike Williams,LAC,2022,1,10.0,2,4,0.93,LV,,,,,,0,1,0,3.5,52.5
00-0036988,Josh Palmer,LAC,2022,1,5.0,3,4,0.75,LV,,,,,,0,1,0,3.5,52.5
00-0031381,Davante Adams,LV,2022,1,141.0,10,17,0.95,LAC,,,,,,0,1,0,-3.5,52.5
00-0033555,Mack Hollins,LV,2022,1,16.0,1,1,0.88,LAC,,,,,,0,1,0,-3.5,52.5
00-0034983,Hunter Renfrow,LV,2022,1,21.0,3,6,0.83,LAC,,,,,,0,1,0,-3.5,52.5
00-0033040,Tyreek Hill,MIA,2022,1,94.0,8,12,0.67,NE,,,,,,0,0,0,3.0,47.0
00-0036613,Jaylen Waddle,MIA,2022,1,69.0,4,5,0.67,NE,,,,,,0,0,0,3.0,47.0
00-0030035,Adam Thielen,MIN,2022,1,36.0,3,4,0.95,GB,,,,,,0,1,0,2.5,47.0
00-0036322,Justin Jefferson,MIN,2022,1,184.0,9,11,0.92,GB,,,,,,0,1,0,2.5,47.0
00-0036345,K.J. Osborn,MIN,2022,1,14.0,3,4,0.68,GB,,,,,,0,1,0,2.5,47.0
00-0031547,DeVante Parker,NE,2022,1,9.0,1,2,1.0,MIA,,,,,,0,0,0,-3.0,47.0
00-0034960,Jakobi Meyers,NE,2022,1,55.0,4,6,0.88,MIA,,,,,,1,0,0,-3.0,47.0
00-0031382,Jarvis Landry,NO,2022,1,114.0,7,9,0.72,ATL,,,,,,0,1,0,6.0,43.5
00-0032765,Michael Thomas,NO,2022,1,57.0,5,8,0.61,ATL,,,,,,1,1,0,6.0,43.5
00-0037239,Chris Olave,NO,2022,1,41.0,3,3,0.74,ATL,,,,,,0,1,0,6.0,43.5
00-0032385,Sterling Shepard,NYG,2022,1,71.0,2,4,0.72,TEN,,,,,,0,0,0,-5.5,43.5
00-0033932,Kenny Golladay,NYG,2022,1,22.0,2,2,0.77,TEN,,,,,,0,0,0,-5.5,43.5
00-0034286,Richie James,NYG,2022,1,59.0,5,6,0.7,TEN,,,,,,0,0,0,-5.5,43.5
00-0033871,Corey Davis,NYJ,2022,1,77.0,6,10,0.68,BAL,,,,,,0,0,0,-6.5,44.0
00-0036980,Elijah Moore,NYJ,2022,1,49.0,5,7,0.89,BAL,,,,,,0,0,0,-6.5,44.0
00-0035676,A.J. Brown,PHI,2022,1,155.0,10,13,0.87,DET,,,,,,0,1,0,6.0,49.0
00-0036912,DeVonta Smith,PHI,2022,1,0.0,0,4,0.96,DET,,,,,,0,1,0,6.0,49.0
00-0035216,Diontae Johnson,PIT,2022,1,55.0,7,12,0.81,CIN,,,,,,0,0,0,-7.5,44.5
00-0036326,Chase Claypool,PIT,2022,1,18.0,4,6,0.92,CIN,,,,,,0,0,0,-7.5,44.5
00-0037247,George Pickens,PIT,2022,1,3.0,1,3,0.71,CIN,,,,,,0,0,0,-7.5,44.5
00-0032211,Tyler Lockett,SEA,2022,1,28.0,3,4,0.8,DEN,,,,,,0,0,0,-6.0,44.0
00-0035640,DK Metcalf,SEA,2022,1,36.0,7,7,0.82,DEN,,,,,,0,0,0,-6.0,44.0
00-0035719,Deebo Samuel,SF,2022,1,14.0,2,7,0.82,CHI,,,,,,0,0,0,6.5,38.0
00-0036259,Jauan Jennings,SF,2022,1,62.0,4,6,0.6,CHI,,,,,,0,0,0,6.5,38.0
00-0036261,Brandon Aiyuk,SF,2022,1,40.0,2,3,0.99,CHI,,,,,,0,0,0,6.5,38.0
00-0031408,Mike Evans,TB,2022,1,71.0,5,7,0.73,DAL,,,,,,0,1,0,2.5,49.5
00-0030431,Robert Woods,TEN,2022,1,13.0,1,2,0.71,NYG,,,,,,0,0,0,5.5,43.5
00-0036182,Nick Westbrook-Ikhine,TEN,2022,1,13.0,1,2,0.68,NYG,,,,,,0,0,0,5.5,43.5
00-0033282,Curtis Samuel,WAS,2022,1,55.0,8,11,0.71,JAX,,,,,,0,0,0,3.0,43.5
00-0035659,Terry McLaurin,WAS,2022,1,58.0,2,4,0.9,JAX,,,,,,0,0,0,3.0,43.5
00-0037741,Jahan Dotson,WAS,2022,1,40.0,3,5,0.88,JAX,,,,,,0,0,0,3.0,43.5
00-0027942,A.J. Green,ARI,2022,2,16.0,3,7,0.85,LV,24.0,13.0,2.0,4.0,0.1111111111111111,0,1,0,-5.5,51.5
00-0035500,Greg Dortch,ARI,2022,2,55.0,4,4,0.71,LV,24.0,63.0,7.0,9.0,0.25,0,1,0,-5.5,51.5
00-0035662,Marquise Brown,ARI,2022,2,68.0,6,11,0.93,LV,24.0,43.0,4.0,6.0,0.16666666666666666,0,1,0,-5.5,51.5
00-0037238,Drake London,ATL,2022,2,86.0,8,12,0.82,LA,26.0,74.0,5.0,7.0,0.21875,0,1,-3,-10.5,46.5
00-0036550,Rashod Bateman,BAL,2022,2,108.0,4,7,0.61,MIA,10.0,59.0,2.0,5.0,0.17857142857142858,0,0,0,3.0,44.0
00-0031588,Stefon Diggs,BUF,2022,2,148.0,12,15,0.66,TEN,4.0,122.0,8.0,9.0,0.2903225806451613,0,0,3,10.0,47.5
00-0031787,Jake Kumerow,BUF,2022,2,50.0,2,3,0.78,TEN,4.0,,,,,0,0,3,10.0,47.5
00-0032688,Robbie Chosen,CAR,2022,2,32.0,3,5,0.93,NYG,19.0,102.0,5.0,8.0,0.3076923076923077,0,0,0,1.0,44.0
00-0034827,D.J. Moore,CAR,2022,2,43.0,3,6,0.97,NYG,19.0,43.0,3.0,6.0,0.23076923076923078,0,0,0,1.0,44.0
00-0036572,Shi Smith,CAR,2022,2,2.0,1,6,0.71,NYG,19.0,12.0,1.0,3.0,0.11538461538461539,1,0,0,1.0,44.0
00-0034279,Equanimeous St. Brown,CHI,2022,2,39.0,2,4,0.71,GB,23.0,18.0,1.0,3.0,0.17647058823529413,0,0,0,-10.5,42.0
00-0036309,Darnell Mooney,CHI,2022,2,-4.0,1,2,0.9,GB,23.0,8.0,1.0,3.0,0.17647058823529413,0,0,0,-10.5,42.0
00-0033009,Tyler Boyd,CIN,2022,2,17.0,2,2,0.81,DAL,9.0,33.0,4.0,7.0,0.1320754716981132,0,1,0,7.5,42.0
00-0036410,Tee Higgins,CIN,2022,2,71.0,6,10,0.89,DAL,9.0,,,,,1,1,0,7.5,42.0
00-0036900,Ja'Marr Chase,CIN,2022,2,54.0,5,9,0.96,DAL,9.0,129.0,10.0,16.0,0.3018867924528302,0,1,0,7.5,42.0
00-0031544,Amari Cooper,CLE,2022,2,101.0,9,10,0.81,NYJ,10.0,17.0,3.0,6.0,0.2,0,0,0,6.5,38.5
00-0036233,Donovan Peoples-Jones,CLE,2022,2,0.0,0,1,0.78,NYJ,10.0,60.0,6.0,11.0,0.36666666666666664,0,0,0,6.5,38.5
00-0033591,Noah Brown,DAL,2022,2,91.0,5,5,0.85,CIN,5.0,68.0,5.0,9.0,0.21951219512195122,0,1,0,-7.5,42.0
00-0036358,CeeDee Lamb,DAL,2022,2,75.0,7,11,0.95,CIN,5.0,29.0,2.0,11.0,0.2682926829268293,0,1,0,-7.5,42.0
00-0034348,Courtland Sutton,DEN,2022,2,122.0,7,11,0.92,HOU,31.0,72.0,4.0,7.0,0.18421052631578946,0,0,-1,10.5,46.0
00-0035864,Kendall Hinton,DEN,2022,2,20.0,1,1,0.76,HOU,31.0,,,,,0,0,-1,10.5,46.0
00-0033943,Josh Reynolds,DET,2022,2,38.0,3,3,0.72,WAS,22.0,28.0,1.0,3.0,0.08108108108108109,0,1,0,-1.0,48.5
00-0034777,D.J. Chark,DET,2022,2,0.0,0,4,0.66,WAS,22.0,52.0,4.0,8.0,0.21621621621621623,0,1,0,-1.0,48.5
00-0036963,Amon-Ra St. Brown,DET,2022,2,116.0,9,12,0.85,WAS,22.0,64.0,8.0,12.0,0.32432432432432434,0,1,0,-1.0,48.5
00-0031325,Sammy Watkins,GB,2022,2,93.0,3,4,0.65,CHI,3.0,18.0,3.0,3.0,0.08571428571428572,0,0,0,10.5,42.0
00-0034521,Allen Lazard,GB,2022,2,13.0,2,3,0.81,CHI,3.0,,,,,1,0,0,10.5,42.0
00-0031236,Brandin Cooks,HOU,2022,2,54.0,4,10,0.87,DEN,6.0,82.0,7.0,12.0,0.34285714285714286,0,0,1,-10.5,46.0
00-0032398,Chris Moore,HOU,2022,2,14.0,2,4,0.65,DEN,6.0,,,,,0,0,1,-10.5,46.0
00-0036554,Nico Collins,HOU,2022,2,58.0,4,9,0.67,DEN,6.0,26.0,2.0,3.0,0.08571428571428572,0,0,1,-10.5,46.0
00-0035021,Ashton Dulin,IND,2022,2,79.0,5,7,0.64,JAX,28.0,,,,,0,0,0,3.0,43.5
00-0035639,Parris Campbell,IND,2022,2,0.0,0,2,0.86,JAX,28.0,37.0,3.0,4.0,0.08163265306122448,0,0,0,3.0,43.5
00-0036482,Mike Strachan,IND,2022,2,23.0,1,3,0.7,JAX,28.0,,,,,0,0,0,3.0,43.5
00-0029293,Marvin Jones,JAX,2022,2,33.0,3,5,0.9,IND,15.0,38.0,4.0,6.0,0.15789473684210525,0,0,0,-3.0,43.5
00-0033891,Zay Jones,JAX,2022,2,23.0,3,4,0.68,IND,15.0,65.0,6.0,9.0,0.23684210526315788,0,0,0,-3.0,43.5
00-0034775,Christian Kirk,JAX,2022,2,78.0,6,6,0.9,IND,15.0,117.0,6.0,12.0,0.3157894736842105,0,0,0,-3.0,43.5
00-0033857,JuJu Smith-Schuster,KC,2022,2,10.0,3,3,0.74,LAC,25.0,79.0,6.0,8.0,0.20512820512820512,0,0,0,4.0,52.5
00-0034272,Marquez Valdes-Scantling,KC,2022,2,13.0,2,7,0.79,LAC,25.0,44.0,4.0,4.0,0.10256410256410256,0,0,0,4.0,52.5
00-0031428,Allen Robinson,LA,2022,2,53.0,4,5,0.9,ATL,20.0,12.0,1.0,2.0,0.04878048780487805,0,1,3,10.5,46.5
00-0033908,Cooper Kupp,LA,2022,2,108.0,11,14,0.98,ATL,20.0,128.0,13.0,15.0,0.36585365853658536,0,1,3,10.5,46.5
00-0036862,Ben Skowronek,LA,2022,2,16.0,2,3,0.86,ATL,20.0,25.0,4.0,6.0,0.14634146341463414,0,1,3,10.5,46.5
00-0031763,DeAndre Carter,LAC,2022,2,55.0,3,3,0.65,KC,8.0,,,,,0,0,0,-4.0,52.5
00-0033536,Mike Williams,LAC,2022,2,113.0,8,10,0.88,KC,8.0,10.0,2.0,4.0,0.11764705882352941,0,0,0,-4.0,52.5
00-0036988,Josh Palmer,LAC,2022,2,30.0,4,8,0.91,KC,8.0,5.0,3.0,4.0,0.11764705882352941,0,0,0,-4.0,52.5
00-0031381,Davante Adams,LV,2022,2,12.0,2,7,0.97,ARI,32.0,141.0,10.0,17.0,0.5,0,1,0,5.5,51.5
00-0033555,Mack Hollins,LV,2022,2,66.0,5,8,0.87,ARI,32.0,16.0,1.0,1.0,0.029411764705882353,0,1,0,5.5,51.5
00-0034983,Hunter Renfrow,LV,2022,2,59.0,7,10,0.69,ARI,32.0,21.0,3.0,6.0,0.17647058823529413,0,1,0,5.5,51.5
00-0033040,Tyreek Hill,MIA,2022,2,190.0,11,13,0.76,BAL,27.0,94.0,8.0,12.0,0.41379310344827586,0,0,0,-3.0,44.0
00-0036613,Jaylen Waddle,MIA,2022,2,171.0,11,19,0.8,BAL,27.0,69.0,4.0,5.0,0.1724137931034483,0,0,0,-3.0,44.0
00-0030035,Adam Thielen,MIN,2022,2,52.0,4,7,0.97,PHI,12.0,36.0,3.0,4.0,0.13333333333333333,0,0,0,-2.5,49.5
00-0036322,Justin Jefferson,MIN,2022,2,48.0,6,12,0.98,PHI,12.0,184.0,9.0,11.0,0.36666666666666664,0,0,0,-2.5,49.5
00-0036345,K.J. Osborn,MIN,2022,2,25.0,2,2,0.77,PHI,12.0,14.0,3.0,4.0,0.13333333333333333,0,0,0,-2.5,49.5
00-0031547,DeVante Parker,NE,2022,2,0.0,0,2,0.76,PIT,29.0,9.0,1.0,2.0,0.06666666666666667,0,0,0,3.0,40.0
00-0034960,Jakobi Meyers,NE,2022,2,95.0,9,13,0.82,PIT,29.0,55.0,4.0,6.0,0.2,0,0,0,3.0,40.0
00-0031382,Jarvis Landry,NO,2022,2,25.0,4,5,0.68,TB,7.0,114.0,7.0,9.0,0.2903225806451613,0,1,0,-2.5,44.0
00-0032765,Michael Thomas,NO,2022,2,65.0,6,9,0.76,TB,7.0,57.0,5.0,8.0,0.25806451612903225,0,1,0,-2.5,44.0
00-0037239,Chris Olave,NO,2022,2,80.0,5,13,0.75,TB,7.0,41.0,3.0,3.0,0.0967741935483871,0,1,0,-2.5,44.0
00-0032385,Sterling Shepard,NYG,2022,2,34.0,6,10,0.88,CAR,2.0,71.0,2.0,4.0,0.19047619047619047,0,0,0,-1.0,44.0
00-0035359,David Sills,NYG,2022,2,37.0,3,4,0.92,CAR,2.0,,,,,0,0,0,-1.0,44.0
00-0033871,Corey Davis,NYJ,2022,2,83.0,2,4,0.79,CLE,14.0,77.0,6.0,10.0,0.17543859649122806,0,0,0,-6.5,38.5
00-0036980,Elijah Moore,NYJ,2022,2,41.0,3,5,0.87,CLE,14.0,49.0,5.0,7.0,0.12280701754385964,0,0,0,-6.5,38.5
00-0037740,Garrett Wilson,NYJ,2022,2,102.0,8,14,0.61,CLE,14.0,,,,,0,0,0,-6.5,38.5
00-0035676,A.J. Brown,PHI,2022,2,69.0,5,8,0.88,MIN,18.0,155.0,10.0,13.0,0.4482758620689655,0,0,0,2.5,49.5
00-0036912,DeVonta Smith,PHI,2022,2,80.0,7,7,0.99,MIN,18.0,0.0,0.0,4.0,0.13793103448275862,0,0,0,2.5,49.5
00-0035216,Diontae Johnson,PIT,2022,2,57.0,6,10,0.86,NE,21.0,55.0,7.0,12.0,0.32432432432432434,0,0,0,-3.0,40.0
00-0036326,Chase Claypool,PIT,2022,2,26.0,4,6,0.92,NE,21.0,18.0,4.0,6.0,0.16216216216216217,0,0,0,-3.0,40.0
00-0037247,George Pickens,PIT,2022,2,23.0,1,2,0.85,NE,21.0,3.0,1.0,3.0,0.08108108108108109,0,0,0,-3.0,40.0
00-0032211,Tyler Lockett,SEA,2022,2,107.0,9,11,0.92,SF,1.0,28.0,3.0,4.0,0.14814814814814814,0,0,-1,-8.5,40.0
00-0035640,DK Metcalf,SEA,2022,2,35.0,4,6,0.92,SF,1.0,36.0,7.0,7.0,0.25925925925925924,0,0,-1,-8.5,40.0
00-0035719,Deebo Samuel,SF,2022,2,44.0,5,6,0.78,SEA,30.0,14.0,2.0,7.0,0.2916666666666667,0,0,1,8.5,40.0
00-0036261,Brandon Aiyuk,SF,2022,2,63.0,5,8,0.88,SEA,30.0,40.0,2.0,3.0,0.125,0,0,1,8.5,40.0
00-0031408,Mike Evans,TB,2022,2,61.0,3,4,0.61,NO,12.0,71.0,5.0,7.0,0.25925925925925924,1,1,0,2.5,44.0
00-0032054,Breshad Perriman,TB,2022,2,45.0,3,5,0.75,NO,12.0,,,,,1,1,0,2.5,44.0
00-0034411,Russell Gage,TB,2022,2,28.0,5,6,0.66,NO,12.0,,,,,1,1,0,2.5,44.0
00-0030431,Robert Woods,TEN,2022,2,39.0,4,5,0.66,BUF,15.0,13.0,1.0,2.0,0.06451612903225806,0,0,-3,-10.0,47.5
00-0036182,Nick Westbrook-Ikhine,TEN,2022,2,13.0,1,4,0.61,BUF,15.0,13.0,1.0,2.0,0.06451612903225806,0,0,-3,-10.0,47.5
00-0033282,Curtis Samuel,WAS,2022,2,78.0,7,9,0.89,DET,17.0,55.0,8.0,11.0,0.2682926829268293,0,1,0,1.0,48.5
00-0035659,Terry McLaurin,WAS,2022,2,75.0,4,8,0.89,DET,17.0,58.0,2.0,4.0,0.0975609756097561,0,1,0,1.0,48.5
00-0037741,Jahan Dotson,WAS,2022,2,59.0,4,5,0.99,DET,17.0,40.0,3.0,5.0,0.12195121951219512,0,1,0,1.0,48.5
00-0035500,Greg Dortch,ARI,2022,3,80.0,9,10,0.81,LA,16.0,59.0,5.5,6.5,0.1566265060240964,0,1,0,-3.5,49.0
00-0035662,Marquise Brown,ARI,2022,3,140.0,14,17,0.95,LA,16.0,55.5,5.0,8.5,0.20481927710843373,0,1,0,-3.5,49.0
00-0035208,Olamide Zaccheaus,ATL,2022,3,49.0,2,2,0.67,SEA,19.0,49.0,4.0,4.0,0.07017543859649122,0,0,0,-1.0,43.0
00-0037238,Drake London,ATL,2022,3,54.0,3,6,0.84,SEA,19.0,80.0,6.5,9.5,0.3333333333333333,0,0,0,-1.0,43.0
00-0036550,Rashod Bateman,BAL,2022,3,59.0,2,4,0.62,NE,13.0,83.5,3.0,6.0,0.21052631578947367,0,0,0,2.5,45.5
00-0031588,Stefon Diggs,BUF,2022,3,74.0,7,11,0.7,MIA,21.0,135.0,10.0,12.0,0.3582089552238806,0,0,-1,4.0,54.0
00-0032688,Robbie Chosen,CAR,2022,3,14.0,1,4,0.84,NO,7.0,67.0,4.0,6.5,0.24528301886792453,0,0,0,-2.0,41.0
00-0034827,D.J. Moore,CAR,2022,3,2.0,1,6,0.98,NO,7.0,43.0,3.0,6.0,0.22641509433962265,0,0,0,-2.0,41.0
00-0034279,Equanimeous St. Brown,CHI,2022,3,20.0,1,2,0.86,HOU,27.0,28.5,1.5,3.5,0.25,0,0,0,3.0,40.0
00-0036309,Darnell Mooney,CHI,2022,3,23.0,2,6,0.94,HOU,27.0,2.0,1.0,2.5,0.17857142857142858,0,0,0,3.0,40.0
00-0033009,Tyler Boyd,CIN,2022,3,105.0,4,5,0.68,NYJ,14.0,25.0,3.0,4.5,0.10227272727272728,0,0,0,6.5,46.0
00-0036410,Tee Higgins,CIN,2022,3,93.0,5,7,0.68,NYJ,14.0,71.0,6.0,10.0,0.11363636363636363,0,0,0,6.5,46.0
00-0036900,Ja'Marr Chase,CIN,2022,3,29.0,6,10,0.87,NYJ,14.0,91.5,7.5,12.5,0.2840909090909091,0,0,0,6.5,46.0
00-0031544,Amari Cooper,CLE,2022,3,101.0,7,11,0.82,PIT,29.0,59.0,6.0,8.0,0.2807017543859649,0,0,0,4.5,38.0
00-0036233,Donovan Peoples-Jones,CLE,2022,3,10.0,1,3,0.88,PIT,29.0,30.0,3.0,6.0,0.21052631578947367,0,0,0,4.5,38.0
00-0033591,Noah Brown,DAL,2022,3,54.0,5,7,0.8,NYG,8.0,79.5,5.0,7.0,0.19718309859154928,0,0,0,-1.0,38.5
00-0036358,CeeDee Lamb,DAL,2022,3,87.0,8,12,0.95,NYG,8.0,52.0,4.5,11.0,0.30985915492957744,0,0,0,-1.0,38.5
00-0034348,Courtland Sutton,DEN,2022,3,97.0,8,10,0.86,SF,1.0,97.0,5.5,9.0,0.2727272727272727,0,0,0,-1.0,44.0
00-0033943,Josh Reynolds,DET,2022,3,96.0,6,10,0.79,MIN,30.0,33.0,2.0,3.0,0.08450704225352113,0,1,1,-6.5,52.0
00-0034777,D.J. Chark,DET,2022,3,46.0,3,6,0.79,MIN,30.0,26.0,2.0,6.0,0.16901408450704225,0,1,1,-6.5,52.0
00-0036963,Amon-Ra St. Brown,DET,2022,3,73.0,6,9,0.73,MIN,30.0,90.0,8.5,12.0,0.3380281690140845,0,1,1,-6.5,52.0
00-0034521,Allen Lazard,GB,2022,3,45.0,4,6,0.9,TB,11.0,13.0,2.0,3.0,0.05,0,0,0,-1.0,41.5
00-0037816,Romeo Doubs,GB,2022,3,73.0,8,8,0.89,TB,11.0,,,,,0,0,0,-1.0,41.5
00-0031236,Brandin Cooks,HOU,2022,3,22.0,2,7,0.86,CHI,6.0,68.0,5.5,11.0,0.3055555555555556,0,0,0,-3.0,40.0
00-0036554,Nico Collins,HOU,2022,3,41.0,2,4,0.68,CHI,6.0,42.0,3.0,6.0,0.16666666666666666,0,0,0,-3.0,40.0
00-0035639,Parris Campbell,IND,2022,3,10.0,2,2,0.82,KC,23.0,18.5,1.5,3.0,0.07692307692307693,0,0,-3,-4.5,51.0
00-0036252,Michael Pittman,IND,2022,3,72.0,8,9,0.94,KC,23.0,121.0,9.0,13.0,0.16666666666666666,0,0,-3,-4.5,51.0
00-0029293,Marvin Jones,JAX,2022,3,33.0,4,7,0.68,LAC,20.0,35.5,3.5,5.5,0.16176470588235295,0,1,-3,-6.5,46.0
00-0033891,Zay Jones,JAX,2022,3,85.0,10,11,0.76,LAC,20.0,44.0,4.5,6.5,0.19117647058823528,0,1,-3,-6.5,46.0
00-0034775,Christian Kirk,JAX,2022,3,72.0,6,9,0.92,LAC,20.0,97.5,6.0,9.0,0.2647058823529412,0,1,-3,-6.5,46.0
00-0033857,JuJu Smith-Schuster,KC,2022,3,89.0,5,8,0.7,IND,15.0,44.5,4.5,5.5,0.1527777777777778,0,0,3,4.5,51.0
00-0034272,Marquez Valdes-Scantling,KC,2022,3,48.0,4,7,0.78,IND,15.0,28.5,3.0,5.5,0.1527777777777778,0,0,3,4.5,51.0
00-0035140,Mecole Hardman,KC,2022,3,2.0,1,1,0.68,IND,15.0,,,,,0,0,3,4.5,51.0
00-0031428,Allen Robinson,LA,2022,3,23.0,2,5,0.92,ARI,31.0,32.5,2.5,3.5,0.09210526315789473,0,1,0,3.5,49.0
00-0033908,Cooper Kupp,LA,2022,3,44.0,4,6,1.0,ARI,31.0,118.0,12.0,14.5,0.3815789473684211,0,1,0,3.5,49.0
00-0036862,Ben Skowronek,LA,2022,3,66.0,4,4,0.85,ARI,31.0,20.5,3.0,4.5,0.11842105263157894,0,1,0,3.5,49.0
00-0031763,DeAndre Carter,LAC,2022,3,31.0,3,4,0.74,JAX,18.0,55.0,3.0,3.0,0.0375,0,1,3,6.5,46.0
00-0033536,Mike Williams,LAC,2022,3,15.0,1,6,0.9,JAX,18.0,61.5,5.0,7.0,0.175,0,1,3,6.5,46.0
00-0036988,Josh Palmer,LAC,2022,3,99.0,6,9,0.93,JAX,18.0,17.5,3.5,6.0,0.15,0,1,3,6.5,46.0
00-0031381,Davante Adams,LV,2022,3,36.0,5,10,1.0,TEN,17.0,76.5,6.0,12.0,0.3287671232876712,0,0,1,1.5,45.5
00-0033555,Mack Hollins,LV,2022,3,158.0,8,11,0.97,TEN,17.0,41.0,3.0,4.5,0.1232876712328767,0,0,1,1.5,45.5
00-0033040,Tyreek Hill,MIA,2022,3,33.0,2,4,0.86,BUF,4.0,142.0,9.5,12.5,0.3246753246753247,0,0,1,-4.0,54.0
00-0034487,Trent Sherfield,MIA,2022,3,5.0,1,1,0.63,BUF,4.0,,,,,0,0,1,-4.0,54.0
00-0036613,Jaylen Waddle,MIA,2022,3,102.0,4,6,0.74,BUF,4.0,120.0,7.5,12.0,0.3116883116883117,0,0,1,-4.0,54.0
00-0030035,Adam Thielen,MIN,2022,3,61.0,6,8,0.97,DET,28.0,44.0,3.5,5.5,0.14666666666666667,0,1,-1,6.5,52.0
